from, to, dqf, range, status, distance, angle
2, 3, 85, 118, 16, 100, 150
2, 3, 88, 114, 16, 100, 150
2, 3, 97, 145, 16, 100, 150
2, 3, 75, 67, 16, 100, 150
2, 3, 91, 145, 16, 100, 150
2, 3, 96, 140, 16, 100, 150
2, 3, 86, 124, 16, 100, 150
2, 3, 98, 142, 16, 100, 150
2, 3, 88, 122, 16, 100, 150
2, 3, 85, 153, 16, 100, 150
2, 3, 90, 134, 16, 100, 150
2, 3, 85, 122, 16, 100, 150
2, 3, 97, 147, 16, 100, 150
2, 3, 86, 119, 16, 100, 150
2, 3, 81, 79, 16, 100, 150
2, 3, 89, 116, 16, 100, 150
2, 3, 80, 73, 16, 100, 150
2, 3, 94, 125, 16, 100, 150
2, 3, 96, 140, 16, 100, 150
2, 3, 87, 103, 16, 100, 150
2, 3, 87, 122, 16, 100, 150
2, 3, 95, 139, 16, 100, 150
2, 3, 77, 87, 16, 100, 150
2, 3, 83, 126, 16, 100, 150
2, 3, 96, 144, 16, 100, 150
2, 3, 84, 122, 16, 100, 150
2, 3, 93, 138, 16, 100, 150
2, 3, 96, 144, 16, 100, 150
2, 3, 83, 130, 16, 100, 150
2, 3, 96, 142, 16, 100, 150
2, 3, 94, 147, 16, 100, 150
2, 3, 96, 142, 16, 100, 150
2, 3, 92, 141, 16, 100, 150
2, 3, 92, 143, 16, 100, 150
2, 3, 76, 110, 16, 100, 150
2, 3, 84, 136, 16, 100, 150
2, 3, 95, 145, 16, 100, 150
2, 3, 90, 141, 16, 100, 150
2, 3, 93, 131, 16, 100, 150
2, 3, 100, 156, 16, 100, 150
2, 3, 94, 140, 16, 100, 150
2, 3, 95, 148, 16, 100, 150
2, 3, 94, 146, 16, 100, 150
2, 3, 98, 147, 16, 100, 150
2, 3, 94, 142, 16, 100, 150
2, 3, 97, 155, 16, 100, 150
2, 3, 81, 104, 16, 100, 150
2, 3, 87, 143, 16, 100, 150
2, 3, 97, 145, 16, 100, 150
2, 3, 93, 129, 16, 100, 150
2, 3, 92, 139, 16, 100, 150
2, 3, 100, 150, 16, 100, 150
2, 3, 99, 151, 16, 100, 150
2, 3, 94, 139, 16, 100, 150
2, 3, 95, 139, 16, 100, 150
2, 3, 93, 130, 16, 100, 150
2, 3, 90, 114, 16, 100, 150
2, 3, 92, 138, 16, 100, 150
2, 3, 84, 121, 16, 100, 150
2, 3, 76, 75, 16, 100, 150
2, 3, 86, 134, 16, 100, 150
2, 3, 75, 129, 16, 100, 150
2, 3, 88, 108, 16, 100, 150
2, 3, 95, 133, 16, 100, 150
2, 3, 84, 103, 16, 100, 150
2, 3, 93, 118, 16, 100, 150
2, 3, 99, 148, 16, 100, 150
2, 3, 94, 148, 16, 100, 150
2, 3, 85, 114, 16, 100, 150
2, 3, 92, 138, 16, 100, 150
2, 3, 97, 149, 16, 100, 150
2, 3, 78, 133, 16, 100, 150
2, 3, 84, 137, 16, 100, 150
2, 3, 95, 157, 16, 100, 150
2, 3, 92, 142, 16, 100, 150
2, 3, 93, 127, 16, 100, 150
2, 3, 91, 146, 16, 100, 150
2, 3, 97, 160, 16, 100, 150
2, 3, 96, 145, 16, 100, 150
2, 3, 85, 121, 16, 100, 150
2, 3, 94, 134, 16, 100, 150
2, 3, 81, 99, 16, 100, 150
2, 3, 91, 129, 16, 100, 150
2, 3, 70, 70, 16, 100, 150
2, 3, 84, 145, 16, 100, 150
2, 3, 88, 101, 16, 100, 150
2, 3, 81, 84, 16, 100, 150
2, 3, 76, 71, 16, 100, 150
2, 3, 85, 109, 16, 100, 150
2, 3, 95, 132, 16, 100, 150
2, 3, 92, 123, 16, 100, 150
2, 3, 88, 108, 16, 100, 150
2, 3, 76, 87, 16, 100, 150
2, 3, 91, 120, 16, 100, 150
2, 3, 85, 94, 16, 100, 150
2, 3, 86, 131, 16, 100, 150
2, 3, 79, 115, 16, 100, 150
2, 3, 80, 103, 16, 100, 150
2, 3, 79, 119, 16, 100, 150
2, 3, 95, 129, 16, 100, 150
2, 3, 95, 147, 16, 100, 150
2, 3, 90, 139, 16, 100, 150
2, 3, 88, 105, 16, 100, 150
2, 3, 89, 118, 16, 100, 150
2, 3, 79, 77, 16, 100, 150
2, 3, 92, 135, 16, 100, 150
2, 3, 91, 124, 16, 100, 150
2, 3, 85, 119, 16, 100, 150
2, 3, 72, 91, 16, 100, 150
2, 3, 81, 110, 16, 100, 150
2, 3, 90, 122, 16, 100, 150
2, 3, 97, 147, 16, 100, 150
2, 3, 70, 67, 16, 100, 150
2, 3, 98, 146, 16, 100, 150
2, 3, 86, 100, 16, 100, 150
2, 3, 92, 128, 16, 100, 150
2, 3, 86, 98, 16, 100, 150
2, 3, 83, 99, 16, 100, 150
2, 3, 76, 67, 16, 100, 150
2, 3, 77, 71, 16, 100, 150
2, 3, 88, 135, 16, 100, 150
2, 3, 91, 140, 16, 100, 150
2, 3, 97, 135, 16, 100, 150
2, 3, 97, 141, 16, 100, 150
2, 3, 94, 144, 16, 100, 150
2, 3, 93, 135, 16, 100, 150
2, 3, 80, 141, 16, 100, 150
2, 3, 94, 140, 16, 100, 150
2, 3, 88, 106, 16, 100, 150
2, 3, 81, 123, 16, 100, 150
2, 3, 75, 77, 16, 100, 150
2, 3, 95, 140, 16, 100, 150
2, 3, 69, 70, 16, 100, 150
2, 3, 82, 111, 16, 100, 150
2, 3, 95, 154, 16, 100, 150
2, 3, 83, 100, 16, 100, 150
2, 3, 97, 157, 16, 100, 150
2, 3, 91, 141, 16, 100, 150
2, 3, 89, 127, 16, 100, 150
2, 3, 97, 150, 16, 100, 150
2, 3, 91, 133, 16, 100, 150
2, 3, 95, 138, 16, 100, 150
2, 3, 92, 132, 16, 100, 150
2, 3, 94, 138, 16, 100, 150
2, 3, 77, 114, 16, 100, 150
2, 3, 72, 108, 16, 100, 150
2, 3, 83, 160, 16, 100, 150
2, 3, 93, 125, 16, 100, 150
2, 3, 81, 118, 16, 100, 150
2, 3, 88, 102, 16, 100, 150
2, 3, 84, 95, 16, 100, 150
2, 3, 80, 84, 16, 100, 150
2, 3, 86, 105, 16, 100, 150
2, 3, 95, 142, 16, 100, 150
2, 3, 91, 127, 16, 100, 150
2, 3, 99, 143, 16, 100, 150
2, 3, 88, 128, 16, 100, 150
2, 3, 69, 110, 16, 100, 150
2, 3, 93, 138, 16, 100, 150
2, 3, 92, 119, 16, 100, 150
2, 3, 89, 104, 16, 100, 150
2, 3, 86, 96, 16, 100, 150
2, 3, 92, 127, 16, 100, 150
2, 3, 95, 137, 16, 100, 150
2, 3, 94, 124, 16, 100, 150
2, 3, 85, 110, 16, 100, 150
2, 3, 92, 144, 16, 100, 150
2, 3, 94, 123, 16, 100, 150
2, 3, 75, 89, 16, 100, 150
2, 3, 78, 106, 16, 100, 150
2, 3, 66, 114, 16, 100, 150
2, 3, 96, 138, 16, 100, 150
2, 3, 95, 133, 16, 100, 150
2, 3, 94, 120, 16, 100, 150
2, 3, 96, 134, 16, 100, 150
2, 3, 85, 118, 16, 100, 150
2, 3, 95, 144, 16, 100, 150
2, 3, 92, 139, 16, 100, 150
2, 3, 93, 139, 16, 100, 150
2, 3, 87, 100, 16, 100, 150
2, 3, 93, 130, 16, 100, 150
2, 3, 81, 142, 16, 100, 150
2, 3, 87, 149, 16, 100, 150
2, 3, 93, 123, 16, 100, 150
2, 3, 87, 118, 16, 100, 150
2, 3, 82, 93, 16, 100, 150
2, 3, 68, 95, 16, 100, 150
2, 3, 93, 129, 16, 100, 150
2, 3, 88, 118, 16, 100, 150
2, 3, 92, 141, 16, 100, 150
2, 3, 71, 128, 16, 100, 150
2, 3, 89, 110, 16, 100, 150
2, 3, 67, 103, 16, 100, 150
2, 3, 71, 62, 16, 100, 150
2, 3, 82, 136, 16, 100, 150
2, 3, 97, 148, 16, 100, 150
2, 3, 92, 139, 16, 100, 150
2, 3, 89, 119, 16, 100, 150
2, 3, 97, 134, 16, 100, 150
2, 3, 86, 101, 16, 100, 150
