from, to, dqf, range, status, distance, angle
2, 3, 81, 278, 16, 200, 180
2, 3, 91, 140, 16, 200, 180
2, 3, 86, 103, 16, 200, 180
2, 3, 73, 85, 16, 200, 180
2, 3, 60, 76, 16, 200, 180
2, 3, 67, 194, 16, 200, 180
2, 3, 81, 128, 16, 200, 180
2, 3, 68, 166, 16, 200, 180
2, 3, 84, 195, 16, 200, 180
2, 3, 89, 187, 16, 200, 180
2, 3, 76, 188, 16, 200, 180
2, 3, 87, 174, 16, 200, 180
2, 3, 72, 144, 16, 200, 180
2, 3, 83, 112, 16, 200, 180
2, 3, 90, 162, 16, 200, 180
2, 3, 77, 84, 16, 200, 180
2, 3, 83, 164, 16, 200, 180
2, 3, 84, 151, 16, 200, 180
2, 3, 83, 144, 16, 200, 180
2, 3, 81, 150, 16, 200, 180
2, 3, 90, 143, 16, 200, 180
2, 3, 80, 114, 16, 200, 180
2, 3, 0, 138, 16, 200, 180
2, 3, 68, 77, 16, 200, 180
2, 3, 80, 121, 16, 200, 180
2, 3, 84, 127, 16, 200, 180
2, 3, 78, 83, 16, 200, 180
2, 3, 77, 120, 16, 200, 180
2, 3, 84, 134, 16, 200, 180
2, 3, 75, 98, 16, 200, 180
2, 3, 69, 135, 16, 200, 180
2, 3, 93, 188, 16, 200, 180
2, 3, 97, 205, 16, 200, 180
2, 3, 88, 141, 16, 200, 180
2, 3, 84, 148, 16, 200, 180
2, 3, 85, 113, 16, 200, 180
2, 3, 75, 109, 16, 200, 180
2, 3, 73, 150, 16, 200, 180
2, 3, 89, 137, 16, 200, 180
2, 3, 92, 145, 16, 200, 180
2, 3, 93, 143, 16, 200, 180
2, 3, 82, 174, 16, 200, 180
2, 3, 84, 163, 16, 200, 180
2, 3, 80, 98, 16, 200, 180
2, 3, 88, 168, 16, 200, 180
2, 3, 77, 103, 16, 200, 180
2, 3, 94, 194, 16, 200, 180
2, 3, 82, 108, 16, 200, 180
2, 3, 86, 105, 16, 200, 180
2, 3, 71, 83, 16, 200, 180
2, 3, 80, 111, 16, 200, 180
2, 3, 82, 121, 16, 200, 180
2, 3, 100, 168, 16, 200, 180
2, 3, 76, 113, 16, 200, 180
2, 3, 91, 132, 16, 200, 180
2, 3, 83, 186, 16, 200, 180
2, 3, 100, 133, 16, 200, 180
2, 3, 76, 124, 16, 200, 180
2, 3, 71, 103, 16, 200, 180
2, 3, 85, 114, 16, 200, 180
2, 3, 78, 110, 16, 200, 180
2, 3, 92, 157, 16, 200, 180
2, 3, 84, 141, 16, 200, 180
2, 3, 92, 143, 16, 200, 180
2, 3, 80, 128, 16, 200, 180
2, 3, 62, 137, 16, 200, 180
2, 3, 84, 156, 16, 200, 180
2, 3, 82, 136, 16, 200, 180
2, 3, 95, 168, 16, 200, 180
2, 3, 91, 149, 16, 200, 180
2, 3, 72, 109, 16, 200, 180
2, 3, 78, 101, 16, 200, 180
