from, to, dqf, range, status, distance, angle
2, 3, 85, 82, 16, 50, 300
2, 3, 70, 62, 16, 50, 300
2, 3, 82, 75, 16, 50, 300
2, 3, 83, 82, 16, 50, 300
2, 3, 87, 86, 16, 50, 300
2, 3, 82, 77, 16, 50, 300
2, 3, 83, 89, 16, 50, 300
2, 3, 69, 88, 16, 50, 300
2, 3, 70, 89, 16, 50, 300
2, 3, 77, 79, 16, 50, 300
2, 3, 83, 92, 16, 50, 300
2, 3, 75, 66, 16, 50, 300
2, 3, 85, 81, 16, 50, 300
2, 3, 74, 68, 16, 50, 300
2, 3, 73, 83, 16, 50, 300
2, 3, 85, 86, 16, 50, 300
2, 3, 91, 92, 16, 50, 300
2, 3, 74, 78, 16, 50, 300
2, 3, 89, 90, 16, 50, 300
2, 3, 80, 88, 16, 50, 300
2, 3, 87, 97, 16, 50, 300
2, 3, 83, 89, 16, 50, 300
2, 3, 82, 69, 16, 50, 300
2, 3, 86, 90, 16, 50, 300
2, 3, 83, 96, 16, 50, 300
2, 3, 68, 80, 16, 50, 300
2, 3, 76, 82, 16, 50, 300
2, 3, 84, 90, 16, 50, 300
2, 3, 77, 74, 16, 50, 300
2, 3, 89, 98, 16, 50, 300
2, 3, 88, 95, 16, 50, 300
2, 3, 87, 93, 16, 50, 300
2, 3, 88, 77, 16, 50, 300
2, 3, 81, 81, 16, 50, 300
2, 3, 80, 83, 16, 50, 300
2, 3, 84, 92, 16, 50, 300
2, 3, 87, 84, 16, 50, 300
2, 3, 82, 85, 16, 50, 300
2, 3, 79, 90, 16, 50, 300
2, 3, 80, 71, 16, 50, 300
2, 3, 84, 76, 16, 50, 300
2, 3, 80, 74, 16, 50, 300
2, 3, 87, 90, 16, 50, 300
2, 3, 79, 73, 16, 50, 300
2, 3, 76, 68, 16, 50, 300
2, 3, 93, 98, 16, 50, 300
2, 3, 83, 90, 16, 50, 300
2, 3, 84, 85, 16, 50, 300
2, 3, 85, 88, 16, 50, 300
2, 3, 80, 68, 16, 50, 300
2, 3, 76, 79, 16, 50, 300
2, 3, 80, 82, 16, 50, 300
2, 3, 89, 90, 16, 50, 300
2, 3, 83, 97, 16, 50, 300
2, 3, 77, 76, 16, 50, 300
2, 3, 81, 82, 16, 50, 300
2, 3, 82, 87, 16, 50, 300
2, 3, 83, 86, 16, 50, 300
2, 3, 85, 87, 16, 50, 300
2, 3, 89, 92, 16, 50, 300
2, 3, 89, 100, 16, 50, 300
2, 3, 84, 78, 16, 50, 300
2, 3, 82, 74, 16, 50, 300
2, 3, 74, 88, 16, 50, 300
2, 3, 81, 81, 16, 50, 300
2, 3, 86, 92, 16, 50, 300
2, 3, 83, 83, 16, 50, 300
2, 3, 71, 67, 16, 50, 300
2, 3, 83, 85, 16, 50, 300
2, 3, 80, 78, 16, 50, 300
2, 3, 74, 75, 16, 50, 300
2, 3, 78, 68, 16, 50, 300
2, 3, 81, 77, 16, 50, 300
2, 3, 83, 80, 16, 50, 300
2, 3, 78, 89, 16, 50, 300
2, 3, 64, 61, 16, 50, 300
2, 3, 81, 88, 16, 50, 300
2, 3, 91, 92, 16, 50, 300
2, 3, 88, 89, 16, 50, 300
2, 3, 78, 80, 16, 50, 300
2, 3, 83, 80, 16, 50, 300
2, 3, 76, 73, 16, 50, 300
2, 3, 95, 98, 16, 50, 300
2, 3, 85, 87, 16, 50, 300
2, 3, 79, 74, 16, 50, 300
2, 3, 64, 141, 16, 50, 300
2, 3, 83, 88, 16, 50, 300
2, 3, 79, 88, 16, 50, 300
2, 3, 84, 90, 16, 50, 300
2, 3, 84, 78, 16, 50, 300
2, 3, 85, 90, 16, 50, 300
2, 3, 77, 61, 16, 50, 300
2, 3, 82, 89, 16, 50, 300
2, 3, 79, 81, 16, 50, 300
2, 3, 80, 77, 16, 50, 300
2, 3, 85, 80, 16, 50, 300
2, 3, 75, 79, 16, 50, 300
2, 3, 80, 63, 16, 50, 300
2, 3, 79, 80, 16, 50, 300
2, 3, 78, 96, 16, 50, 300
2, 3, 91, 103, 16, 50, 300
2, 3, 80, 77, 16, 50, 300
2, 3, 85, 83, 16, 50, 300
2, 3, 85, 80, 16, 50, 300
2, 3, 81, 82, 16, 50, 300
2, 3, 82, 73, 16, 50, 300
2, 3, 83, 79, 16, 50, 300
2, 3, 83, 85, 16, 50, 300
2, 3, 52, 86, 16, 50, 300
2, 3, 83, 77, 16, 50, 300
2, 3, 86, 79, 16, 50, 300
2, 3, 83, 85, 16, 50, 300
2, 3, 86, 90, 16, 50, 300
2, 3, 88, 94, 16, 50, 300
2, 3, 82, 73, 16, 50, 300
2, 3, 69, 68, 16, 50, 300
