from, to, dqf, range, status, distance, angle
2, 3, 89, 108, 16, 100, 60
2, 3, 70, 88, 16, 100, 60
2, 3, 77, 97, 16, 100, 60
2, 3, 71, 88, 16, 100, 60
2, 3, 83, 110, 16, 100, 60
2, 3, 81, 104, 16, 100, 60
2, 3, 81, 116, 16, 100, 60
2, 3, 72, 77, 16, 100, 60
2, 3, 79, 123, 16, 100, 60
2, 3, 73, 99, 16, 100, 60
2, 3, 69, 92, 16, 100, 60
2, 3, 82, 108, 16, 100, 60
2, 3, 81, 102, 16, 100, 60
2, 3, 78, 119, 16, 100, 60
2, 3, 75, 104, 16, 100, 60
2, 3, 81, 111, 16, 100, 60
2, 3, 75, 88, 16, 100, 60
2, 3, 69, 82, 16, 100, 60
2, 3, 74, 98, 16, 100, 60
2, 3, 71, 94, 16, 100, 60
2, 3, 69, 89, 16, 100, 60
2, 3, 74, 92, 16, 100, 60
2, 3, 82, 126, 16, 100, 60
2, 3, 72, 87, 16, 100, 60
2, 3, 71, 74, 16, 100, 60
2, 3, 64, 62, 16, 100, 60
2, 3, 77, 94, 16, 100, 60
2, 3, 69, 78, 16, 100, 60
2, 3, 79, 113, 16, 100, 60
2, 3, 58, 124, 16, 100, 60
2, 3, 60, 142, 16, 100, 60
2, 3, 52, 56, 16, 100, 60
2, 3, 50, 80, 16, 100, 60
2, 3, 70, 71, 16, 100, 60
2, 3, 60, 109, 16, 100, 60
2, 3, 75, 122, 16, 100, 60
2, 3, 69, 118, 16, 100, 60
2, 3, 45, 73, 16, 100, 60
2, 3, 48, 62, 16, 100, 60
2, 3, 66, 108, 16, 100, 60
2, 3, 61, 112, 16, 100, 60
2, 3, 55, 87, 16, 100, 60
2, 3, 55, 114, 16, 100, 60
2, 3, 54, 111, 16, 100, 60
2, 3, 71, 136, 16, 100, 60
2, 3, 60, 127, 16, 100, 60
2, 3, 50, 84, 16, 100, 60
2, 3, 51, 90, 16, 100, 60
2, 3, 63, 109, 16, 100, 60
2, 3, 64, 117, 16, 100, 60
2, 3, 60, 80, 16, 100, 60
2, 3, 51, 94, 16, 100, 60
2, 3, 47, 82, 16, 100, 60
2, 3, 83, 99, 16, 100, 60
2, 3, 49, 79, 16, 100, 60
2, 3, 78, 93, 16, 100, 60
2, 3, 49, 77, 16, 100, 60
2, 3, 56, 84, 16, 100, 60
2, 3, 72, 127, 16, 100, 60
2, 3, 64, 88, 16, 100, 60
2, 3, 69, 137, 16, 100, 60
2, 3, 63, 86, 16, 100, 60
2, 3, 66, 127, 16, 100, 60
2, 3, 56, 140, 16, 100, 60
2, 3, 63, 95, 16, 100, 60
2, 3, 52, 88, 16, 100, 60
2, 3, 68, 67, 16, 100, 60
2, 3, 56, 88, 16, 100, 60
2, 3, 75, 112, 16, 100, 60
2, 3, 46, 57, 16, 100, 60
2, 3, 52, 117, 16, 100, 60
2, 3, 60, 114, 16, 100, 60
2, 3, 57, 91, 16, 100, 60
2, 3, 80, 120, 16, 100, 60
2, 3, 59, 82, 16, 100, 60
2, 3, 64, 91, 16, 100, 60
2, 3, 58, 116, 16, 100, 60
2, 3, 57, 84, 16, 100, 60
2, 3, 68, 95, 16, 100, 60
2, 3, 54, 78, 16, 100, 60
2, 3, 64, 90, 16, 100, 60
2, 3, 57, 114, 16, 100, 60
2, 3, 75, 105, 16, 100, 60
2, 3, 55, 111, 16, 100, 60
2, 3, 47, 79, 16, 100, 60
