from, to, dqf, range, status, distance, angle
2, 3, 96, 131, 16, 100, 180
2, 3, 93, 147, 16, 100, 180
2, 3, 77, 102, 16, 100, 180
2, 3, 98, 158, 16, 100, 180
2, 3, 75, 137, 16, 100, 180
2, 3, 82, 118, 16, 100, 180
2, 3, 76, 134, 16, 100, 180
2, 3, 90, 140, 16, 100, 180
2, 3, 89, 133, 16, 100, 180
2, 3, 92, 134, 16, 100, 180
2, 3, 88, 128, 16, 100, 180
2, 3, 86, 109, 16, 100, 180
2, 3, 93, 151, 16, 100, 180
2, 3, 86, 155, 16, 100, 180
2, 3, 89, 148, 16, 100, 180
2, 3, 77, 136, 16, 100, 180
2, 3, 88, 133, 16, 100, 180
2, 3, 82, 134, 16, 100, 180
2, 3, 83, 126, 16, 100, 180
2, 3, 84, 124, 16, 100, 180
2, 3, 76, 122, 16, 100, 180
2, 3, 91, 132, 16, 100, 180
2, 3, 86, 127, 16, 100, 180
2, 3, 91, 141, 16, 100, 180
2, 3, 92, 145, 16, 100, 180
2, 3, 90, 146, 16, 100, 180
2, 3, 86, 121, 16, 100, 180
2, 3, 92, 139, 16, 100, 180
2, 3, 83, 94, 16, 100, 180
2, 3, 95, 142, 16, 100, 180
2, 3, 77, 139, 16, 100, 180
2, 3, 93, 147, 16, 100, 180
2, 3, 91, 133, 16, 100, 180
2, 3, 54, 126, 16, 100, 180
2, 3, 93, 142, 16, 100, 180
2, 3, 92, 141, 16, 100, 180
2, 3, 84, 129, 16, 100, 180
2, 3, 88, 123, 16, 100, 180
2, 3, 91, 140, 16, 100, 180
2, 3, 91, 143, 16, 100, 180
2, 3, 91, 139, 16, 100, 180
2, 3, 87, 141, 16, 100, 180
2, 3, 83, 138, 16, 100, 180
2, 3, 87, 124, 16, 100, 180
2, 3, 92, 146, 16, 100, 180
2, 3, 93, 149, 16, 100, 180
2, 3, 94, 148, 16, 100, 180
2, 3, 94, 148, 16, 100, 180
2, 3, 90, 145, 16, 100, 180
2, 3, 90, 150, 16, 100, 180
2, 3, 89, 130, 16, 100, 180
2, 3, 85, 131, 16, 100, 180
2, 3, 85, 128, 16, 100, 180
2, 3, 90, 124, 16, 100, 180
2, 3, 77, 116, 16, 100, 180
2, 3, 85, 140, 16, 100, 180
2, 3, 90, 134, 16, 100, 180
2, 3, 89, 138, 16, 100, 180
2, 3, 97, 154, 16, 100, 180
2, 3, 93, 141, 16, 100, 180
2, 3, 88, 110, 16, 100, 180
2, 3, 92, 145, 16, 100, 180
2, 3, 91, 140, 16, 100, 180
2, 3, 50, 80, 16, 100, 180
2, 3, 90, 140, 16, 100, 180
2, 3, 90, 135, 16, 100, 180
2, 3, 80, 138, 16, 100, 180
2, 3, 87, 121, 16, 100, 180
2, 3, 88, 136, 16, 100, 180
2, 3, 89, 123, 16, 100, 180
2, 3, 90, 143, 16, 100, 180
2, 3, 91, 131, 16, 100, 180
2, 3, 89, 131, 16, 100, 180
2, 3, 93, 141, 16, 100, 180
2, 3, 83, 119, 16, 100, 180
2, 3, 88, 121, 16, 100, 180
2, 3, 91, 137, 16, 100, 180
2, 3, 76, 121, 16, 100, 180
2, 3, 74, 86, 16, 100, 180
2, 3, 83, 143, 16, 100, 180
2, 3, 87, 127, 16, 100, 180
2, 3, 73, 106, 16, 100, 180
2, 3, 93, 139, 16, 100, 180
2, 3, 87, 122, 16, 100, 180
2, 3, 90, 129, 16, 100, 180
2, 3, 92, 151, 16, 100, 180
2, 3, 88, 141, 16, 100, 180
2, 3, 90, 147, 16, 100, 180
2, 3, 91, 133, 16, 100, 180
2, 3, 90, 120, 16, 100, 180
2, 3, 84, 142, 16, 100, 180
2, 3, 83, 145, 16, 100, 180
2, 3, 94, 134, 16, 100, 180
2, 3, 85, 98, 16, 100, 180
