from, to, dqf, range, status, distance, angle
2, 3, 66, 108, 16, 150, 30
2, 3, 77, 124, 16, 150, 30
2, 3, 83, 74, 16, 150, 30
2, 3, 52, 86, 16, 150, 30
2, 3, 75, 83, 16, 150, 30
2, 3, 64, 71, 16, 150, 30
2, 3, 50, 75, 16, 150, 30
2, 3, 90, 201, 16, 150, 30
2, 3, 75, 54, 16, 150, 30
2, 3, 83, 152, 16, 150, 30
2, 3, 87, 120, 16, 150, 30
2, 3, 70, 96, 16, 150, 30
2, 3, 73, 65, 16, 150, 30
2, 3, 91, 87, 16, 150, 30
2, 3, 72, 101, 16, 150, 30
2, 3, 77, 90, 16, 150, 30
2, 3, 73, 109, 16, 150, 30
2, 3, 78, 147, 16, 150, 30
2, 3, 76, 101, 16, 150, 30
2, 3, 78, 113, 16, 150, 30
2, 3, 73, 94, 16, 150, 30
2, 3, 71, 96, 16, 150, 30
2, 3, 86, 138, 16, 150, 30
2, 3, 80, 125, 16, 150, 30
2, 3, 86, 153, 16, 150, 30
2, 3, 79, 84, 16, 150, 30
2, 3, 70, 103, 16, 150, 30
2, 3, 66, 68, 16, 150, 30
2, 3, 51, 67, 16, 150, 30
2, 3, 74, 68, 16, 150, 30
2, 3, 78, 92, 16, 150, 30
2, 3, 65, 99, 16, 150, 30
2, 3, 82, 125, 16, 150, 30
2, 3, 87, 142, 16, 150, 30
2, 3, 76, 147, 16, 150, 30
2, 3, 73, 97, 16, 150, 30
2, 3, 78, 92, 16, 150, 30
2, 3, 79, 90, 16, 150, 30
2, 3, 70, 82, 16, 150, 30
2, 3, 73, 96, 16, 150, 30
2, 3, 70, 91, 16, 150, 30
2, 3, 88, 135, 16, 150, 30
2, 3, 74, 97, 16, 150, 30
2, 3, 99, 148, 16, 150, 30
2, 3, 82, 125, 16, 150, 30
2, 3, 72, 82, 16, 150, 30
2, 3, 80, 83, 16, 150, 30
2, 3, 92, 90, 16, 150, 30
2, 3, 83, 134, 16, 150, 30
2, 3, 79, 125, 16, 150, 30
2, 3, 77, 119, 16, 150, 30
2, 3, 67, 94, 16, 150, 30
2, 3, 51, 67, 16, 150, 30
2, 3, 97, 103, 16, 150, 30
2, 3, 83, 132, 16, 150, 30
2, 3, 79, 97, 16, 150, 30
2, 3, 94, 141, 16, 150, 30
2, 3, 81, 106, 16, 150, 30
2, 3, 85, 132, 16, 150, 30
2, 3, 79, 102, 16, 150, 30
2, 3, 86, 126, 16, 150, 30
2, 3, 80, 77, 16, 150, 30
2, 3, 65, 87, 16, 150, 30
2, 3, 76, 136, 16, 150, 30
2, 3, 65, 103, 16, 150, 30
2, 3, 78, 117, 16, 150, 30
2, 3, 75, 126, 16, 150, 30
2, 3, 83, 114, 16, 150, 30
2, 3, 80, 92, 16, 150, 30
2, 3, 72, 91, 16, 150, 30
2, 3, 70, 83, 16, 150, 30
2, 3, 75, 92, 16, 150, 30
2, 3, 83, 96, 16, 150, 30
2, 3, 73, 108, 16, 150, 30
2, 3, 79, 74, 16, 150, 30
2, 3, 66, 73, 16, 150, 30
2, 3, 55, 67, 16, 150, 30
2, 3, 83, 146, 16, 150, 30
2, 3, 97, 88, 16, 150, 30
2, 3, 75, 128, 16, 150, 30
2, 3, 86, 147, 16, 150, 30
2, 3, 80, 121, 16, 150, 30
2, 3, 80, 125, 16, 150, 30
2, 3, 74, 96, 16, 150, 30
2, 3, 83, 135, 16, 150, 30
2, 3, 79, 109, 16, 150, 30
2, 3, 78, 86, 16, 150, 30
2, 3, 70, 112, 16, 150, 30
2, 3, 75, 91, 16, 150, 30
2, 3, 71, 100, 16, 150, 30
2, 3, 78, 138, 16, 150, 30
2, 3, 80, 102, 16, 150, 30
2, 3, 84, 126, 16, 150, 30
2, 3, 81, 118, 16, 150, 30
2, 3, 76, 86, 16, 150, 30
2, 3, 74, 97, 16, 150, 30
2, 3, 83, 129, 16, 150, 30
2, 3, 80, 130, 16, 150, 30
2, 3, 100, 148, 16, 150, 30
2, 3, 94, 178, 16, 150, 30
2, 3, 75, 86, 16, 150, 30
2, 3, 78, 144, 16, 150, 30
2, 3, 61, 77, 16, 150, 30
2, 3, 86, 142, 16, 150, 30
2, 3, 79, 154, 16, 150, 30
2, 3, 79, 100, 16, 150, 30
2, 3, 95, 147, 16, 150, 30
2, 3, 64, 82, 16, 150, 30
2, 3, 76, 114, 16, 150, 30
2, 3, 80, 115, 16, 150, 30
2, 3, 69, 75, 16, 150, 30
2, 3, 80, 120, 16, 150, 30
2, 3, 78, 113, 16, 150, 30
2, 3, 75, 105, 16, 150, 30
2, 3, 76, 136, 16, 150, 30
2, 3, 79, 142, 16, 150, 30
2, 3, 84, 136, 16, 150, 30
2, 3, 81, 122, 16, 150, 30
2, 3, 68, 115, 16, 150, 30
2, 3, 70, 85, 16, 150, 30
2, 3, 83, 113, 16, 150, 30
2, 3, 80, 135, 16, 150, 30
2, 3, 76, 97, 16, 150, 30
2, 3, 91, 161, 16, 150, 30
2, 3, 70, 113, 16, 150, 30
2, 3, 84, 124, 16, 150, 30
2, 3, 77, 165, 16, 150, 30
2, 3, 83, 115, 16, 150, 30
2, 3, 89, 149, 16, 150, 30
2, 3, 80, 116, 16, 150, 30
2, 3, 73, 89, 16, 150, 30
2, 3, 87, 150, 16, 150, 30
2, 3, 64, 97, 16, 150, 30
2, 3, 81, 119, 16, 150, 30
2, 3, 72, 128, 16, 150, 30
2, 3, 75, 142, 16, 150, 30
2, 3, 69, 117, 16, 150, 30
2, 3, 74, 88, 16, 150, 30
2, 3, 67, 80, 16, 150, 30
2, 3, 68, 78, 16, 150, 30
2, 3, 75, 117, 16, 150, 30
2, 3, 84, 143, 16, 150, 30
2, 3, 80, 174, 16, 150, 30
2, 3, 81, 115, 16, 150, 30
2, 3, 79, 113, 16, 150, 30
2, 3, 78, 128, 16, 150, 30
2, 3, 71, 141, 16, 150, 30
2, 3, 82, 116, 16, 150, 30
2, 3, 72, 121, 16, 150, 30
2, 3, 73, 99, 16, 150, 30
2, 3, 92, 113, 16, 150, 30
2, 3, 79, 108, 16, 150, 30
2, 3, 78, 103, 16, 150, 30
2, 3, 82, 106, 16, 150, 30
2, 3, 72, 125, 16, 150, 30
2, 3, 87, 143, 16, 150, 30
2, 3, 82, 111, 16, 150, 30
2, 3, 78, 100, 16, 150, 30
2, 3, 81, 129, 16, 150, 30
2, 3, 85, 87, 16, 150, 30
2, 3, 70, 103, 16, 150, 30
2, 3, 90, 151, 16, 150, 30
2, 3, 67, 64, 16, 150, 30
2, 3, 73, 149, 16, 150, 30
2, 3, 81, 122, 16, 150, 30
2, 3, 86, 153, 16, 150, 30
2, 3, 83, 108, 16, 150, 30
2, 3, 75, 74, 16, 150, 30
2, 3, 92, 110, 16, 150, 30
2, 3, 84, 108, 16, 150, 30
2, 3, 82, 107, 16, 150, 30
2, 3, 76, 98, 16, 150, 30
2, 3, 66, 88, 16, 150, 30
2, 3, 77, 114, 16, 150, 30
2, 3, 80, 89, 16, 150, 30
2, 3, 80, 87, 16, 150, 30
2, 3, 77, 99, 16, 150, 30
2, 3, 69, 95, 16, 150, 30
2, 3, 76, 124, 16, 150, 30
2, 3, 81, 137, 16, 150, 30
2, 3, 84, 144, 16, 150, 30
2, 3, 85, 92, 16, 150, 30
2, 3, 81, 123, 16, 150, 30
2, 3, 89, 172, 16, 150, 30
2, 3, 74, 104, 16, 150, 30
2, 3, 70, 83, 16, 150, 30
2, 3, 78, 118, 16, 150, 30
2, 3, 72, 79, 16, 150, 30
2, 3, 71, 81, 16, 150, 30
2, 3, 82, 141, 16, 150, 30
2, 3, 82, 134, 16, 150, 30
2, 3, 80, 99, 16, 150, 30
2, 3, 73, 124, 16, 150, 30
2, 3, 87, 144, 16, 150, 30
2, 3, 83, 126, 16, 150, 30
2, 3, 80, 111, 16, 150, 30
2, 3, 78, 113, 16, 150, 30
2, 3, 60, 103, 16, 150, 30
2, 3, 69, 105, 16, 150, 30
2, 3, 63, 128, 16, 150, 30
