from, to, dqf, range, status, distance, angle
2, 3, 73, 144, 16, 150, 180
2, 3, 81, 146, 16, 150, 180
2, 3, 83, 166, 16, 150, 180
2, 3, 82, 165, 16, 150, 180
2, 3, 94, 165, 16, 150, 180
2, 3, 76, 163, 16, 150, 180
2, 3, 79, 165, 16, 150, 180
2, 3, 86, 176, 16, 150, 180
2, 3, 75, 159, 16, 150, 180
2, 3, 75, 143, 16, 150, 180
2, 3, 75, 144, 16, 150, 180
2, 3, 72, 168, 16, 150, 180
2, 3, 84, 134, 16, 150, 180
2, 3, 79, 133, 16, 150, 180
2, 3, 76, 147, 16, 150, 180
2, 3, 86, 170, 16, 150, 180
2, 3, 92, 146, 16, 150, 180
2, 3, 88, 128, 16, 150, 180
2, 3, 79, 150, 16, 150, 180
2, 3, 73, 181, 16, 150, 180
2, 3, 84, 174, 16, 150, 180
2, 3, 66, 101, 16, 150, 180
2, 3, 67, 147, 16, 150, 180
2, 3, 79, 126, 16, 150, 180
2, 3, 79, 174, 16, 150, 180
2, 3, 78, 139, 16, 150, 180
2, 3, 85, 175, 16, 150, 180
2, 3, 80, 169, 16, 150, 180
2, 3, 80, 144, 16, 150, 180
2, 3, 80, 131, 16, 150, 180
2, 3, 77, 158, 16, 150, 180
2, 3, 86, 175, 16, 150, 180
2, 3, 80, 146, 16, 150, 180
2, 3, 82, 155, 16, 150, 180
2, 3, 75, 136, 16, 150, 180
2, 3, 88, 163, 16, 150, 180
2, 3, 80, 166, 16, 150, 180
2, 3, 85, 178, 16, 150, 180
2, 3, 80, 158, 16, 150, 180
2, 3, 90, 152, 16, 150, 180
2, 3, 89, 166, 16, 150, 180
2, 3, 98, 146, 16, 150, 180
2, 3, 89, 144, 16, 150, 180
2, 3, 76, 171, 16, 150, 180
2, 3, 73, 98, 16, 150, 180
2, 3, 77, 115, 16, 150, 180
2, 3, 71, 118, 16, 150, 180
2, 3, 67, 167, 16, 150, 180
2, 3, 78, 122, 16, 150, 180
2, 3, 71, 96, 16, 150, 180
2, 3, 78, 150, 16, 150, 180
2, 3, 81, 180, 16, 150, 180
2, 3, 86, 139, 16, 150, 180
2, 3, 67, 112, 16, 150, 180
2, 3, 76, 140, 16, 150, 180
2, 3, 74, 141, 16, 150, 180
2, 3, 91, 136, 16, 150, 180
2, 3, 78, 137, 16, 150, 180
2, 3, 59, 117, 16, 150, 180
2, 3, 79, 181, 16, 150, 180
2, 3, 76, 127, 16, 150, 180
2, 3, 88, 136, 16, 150, 180
2, 3, 78, 154, 16, 150, 180
2, 3, 73, 126, 16, 150, 180
2, 3, 94, 164, 16, 150, 180
2, 3, 80, 166, 16, 150, 180
2, 3, 78, 164, 16, 150, 180
2, 3, 71, 153, 16, 150, 180
2, 3, 82, 122, 16, 150, 180
2, 3, 95, 169, 16, 150, 180
2, 3, 87, 163, 16, 150, 180
2, 3, 69, 134, 16, 150, 180
2, 3, 91, 150, 16, 150, 180
2, 3, 100, 113, 16, 150, 180
2, 3, 88, 146, 16, 150, 180
2, 3, 77, 163, 16, 150, 180
2, 3, 90, 146, 16, 150, 180
2, 3, 81, 132, 16, 150, 180
2, 3, 82, 188, 16, 150, 180
2, 3, 90, 141, 16, 150, 180
2, 3, 78, 172, 16, 150, 180
2, 3, 77, 181, 16, 150, 180
2, 3, 99, 174, 16, 150, 180
2, 3, 69, 147, 16, 150, 180
2, 3, 74, 163, 16, 150, 180
2, 3, 90, 133, 16, 150, 180
2, 3, 79, 171, 16, 150, 180
2, 3, 76, 144, 16, 150, 180
2, 3, 86, 146, 16, 150, 180
2, 3, 78, 147, 16, 150, 180
2, 3, 79, 168, 16, 150, 180
2, 3, 76, 109, 16, 150, 180
