from, to, dqf, range, status, distance, angle
2, 3, 83, 148, 16, 200, 0
2, 3, 91, 157, 16, 200, 0
2, 3, 83, 112, 16, 200, 0
2, 3, 92, 106, 16, 200, 0
2, 3, 96, 202, 16, 200, 0
2, 3, 90, 112, 16, 200, 0
2, 3, 62, 78, 16, 200, 0
2, 3, 82, 123, 16, 200, 0
2, 3, 83, 106, 16, 200, 0
2, 3, 76, 112, 16, 200, 0
2, 3, 77, 91, 16, 200, 0
2, 3, 78, 108, 16, 200, 0
2, 3, 94, 147, 16, 200, 0
2, 3, 75, 122, 16, 200, 0
2, 3, 73, 76, 16, 200, 0
2, 3, 81, 121, 16, 200, 0
2, 3, 77, 126, 16, 200, 0
2, 3, 62, 108, 16, 200, 0
2, 3, 81, 200, 16, 200, 0
2, 3, 73, 89, 16, 200, 0
2, 3, 73, 113, 16, 200, 0
2, 3, 86, 171, 16, 200, 0
2, 3, 77, 136, 16, 200, 0
2, 3, 86, 157, 16, 200, 0
2, 3, 87, 136, 16, 200, 0
2, 3, 81, 129, 16, 200, 0
2, 3, 90, 114, 16, 200, 0
2, 3, 62, 87, 16, 200, 0
2, 3, 78, 109, 16, 200, 0
2, 3, 94, 206, 16, 200, 0
2, 3, 84, 120, 16, 200, 0
2, 3, 77, 143, 16, 200, 0
2, 3, 75, 159, 16, 200, 0
2, 3, 79, 144, 16, 200, 0
2, 3, 76, 119, 16, 200, 0
2, 3, 78, 187, 16, 200, 0
2, 3, 70, 134, 16, 200, 0
2, 3, 93, 157, 16, 200, 0
2, 3, 71, 143, 16, 200, 0
2, 3, 66, 110, 16, 200, 0
2, 3, 65, 114, 16, 200, 0
2, 3, 64, 130, 16, 200, 0
2, 3, 74, 109, 16, 200, 0
2, 3, 92, 251, 16, 200, 0
2, 3, 76, 113, 16, 200, 0
2, 3, 73, 97, 16, 200, 0
2, 3, 74, 152, 16, 200, 0
2, 3, 74, 111, 16, 200, 0
2, 3, 87, 174, 16, 200, 0
2, 3, 73, 166, 16, 200, 0
2, 3, 60, 91, 16, 200, 0
2, 3, 67, 115, 16, 200, 0
2, 3, 0, 53, 16, 200, 0
2, 3, 70, 55, 16, 200, 0
2, 3, 75, 113, 16, 200, 0
2, 3, 57, 114, 16, 200, 0
2, 3, 77, 138, 16, 200, 0
2, 3, 89, 167, 16, 200, 0
2, 3, 91, 212, 16, 200, 0
2, 3, 57, 96, 16, 200, 0
2, 3, 86, 124, 16, 200, 0
2, 3, 70, 78, 16, 200, 0
2, 3, 68, 83, 16, 200, 0
2, 3, 80, 70, 16, 200, 0
2, 3, 69, 88, 16, 200, 0
2, 3, 58, 91, 16, 200, 0
2, 3, 72, 174, 16, 200, 0
2, 3, 84, 170, 16, 200, 0
2, 3, 94, 201, 16, 200, 0
2, 3, 94, 130, 16, 200, 0
2, 3, 72, 87, 16, 200, 0
2, 3, 70, 92, 16, 200, 0
2, 3, 61, 67, 16, 200, 0
2, 3, 60, 42, 16, 200, 0
2, 3, 69, 93, 16, 200, 0
2, 3, 57, 114, 16, 200, 0
2, 3, 69, 114, 16, 200, 0
