from, to, dqf, range, status, distance, angle
2, 3, 78, 70, 16, 100, 300
2, 3, 83, 108, 16, 100, 300
2, 3, 90, 122, 16, 100, 300
2, 3, 95, 140, 16, 100, 300
2, 3, 88, 115, 16, 100, 300
2, 3, 73, 92, 16, 100, 300
2, 3, 86, 147, 16, 100, 300
2, 3, 94, 143, 16, 100, 300
2, 3, 81, 109, 16, 100, 300
2, 3, 82, 121, 16, 100, 300
2, 3, 85, 106, 16, 100, 300
2, 3, 90, 132, 16, 100, 300
2, 3, 86, 117, 16, 100, 300
2, 3, 97, 131, 16, 100, 300
2, 3, 87, 137, 16, 100, 300
2, 3, 88, 119, 16, 100, 300
2, 3, 70, 106, 16, 100, 300
2, 3, 85, 132, 16, 100, 300
2, 3, 69, 87, 16, 100, 300
2, 3, 72, 119, 16, 100, 300
2, 3, 80, 102, 16, 100, 300
2, 3, 90, 143, 16, 100, 300
2, 3, 87, 122, 16, 100, 300
2, 3, 79, 80, 16, 100, 300
2, 3, 94, 125, 16, 100, 300
2, 3, 78, 93, 16, 100, 300
2, 3, 94, 117, 16, 100, 300
2, 3, 91, 129, 16, 100, 300
2, 3, 86, 99, 16, 100, 300
2, 3, 89, 123, 16, 100, 300
2, 3, 77, 99, 16, 100, 300
2, 3, 70, 112, 16, 100, 300
2, 3, 93, 138, 16, 100, 300
2, 3, 92, 142, 16, 100, 300
2, 3, 85, 124, 16, 100, 300
2, 3, 89, 107, 16, 100, 300
2, 3, 93, 149, 16, 100, 300
2, 3, 83, 98, 16, 100, 300
2, 3, 91, 132, 16, 100, 300
2, 3, 82, 102, 16, 100, 300
2, 3, 89, 121, 16, 100, 300
2, 3, 93, 143, 16, 100, 300
2, 3, 81, 116, 16, 100, 300
2, 3, 69, 101, 16, 100, 300
2, 3, 92, 143, 16, 100, 300
2, 3, 90, 136, 16, 100, 300
2, 3, 92, 138, 16, 100, 300
2, 3, 93, 135, 16, 100, 300
2, 3, 94, 155, 16, 100, 300
2, 3, 94, 151, 16, 100, 300
2, 3, 90, 128, 16, 100, 300
2, 3, 92, 144, 16, 100, 300
2, 3, 85, 123, 16, 100, 300
2, 3, 88, 143, 16, 100, 300
2, 3, 79, 139, 16, 100, 300
2, 3, 68, 89, 16, 100, 300
2, 3, 76, 75, 16, 100, 300
2, 3, 92, 149, 16, 100, 300
2, 3, 80, 105, 16, 100, 300
2, 3, 80, 118, 16, 100, 300
2, 3, 87, 143, 16, 100, 300
2, 3, 83, 133, 16, 100, 300
2, 3, 82, 96, 16, 100, 300
