from, to, dqf, range, status, distance, angle
2, 3, 92, 136, 16, 100, 330
2, 3, 85, 129, 16, 100, 330
2, 3, 85, 135, 16, 100, 330
2, 3, 89, 140, 16, 100, 330
2, 3, 87, 146, 16, 100, 330
2, 3, 76, 80, 16, 100, 330
2, 3, 91, 142, 16, 100, 330
2, 3, 91, 136, 16, 100, 330
2, 3, 91, 130, 16, 100, 330
2, 3, 87, 142, 16, 100, 330
2, 3, 91, 146, 16, 100, 330
2, 3, 86, 129, 16, 100, 330
2, 3, 86, 130, 16, 100, 330
2, 3, 85, 130, 16, 100, 330
2, 3, 61, 124, 16, 100, 330
2, 3, 98, 144, 16, 100, 330
2, 3, 98, 140, 16, 100, 330
2, 3, 81, 124, 16, 100, 330
2, 3, 84, 135, 16, 100, 330
2, 3, 91, 134, 16, 100, 330
2, 3, 95, 138, 16, 100, 330
2, 3, 92, 126, 16, 100, 330
2, 3, 90, 145, 16, 100, 330
2, 3, 93, 144, 16, 100, 330
2, 3, 94, 135, 16, 100, 330
2, 3, 88, 145, 16, 100, 330
2, 3, 89, 123, 16, 100, 330
2, 3, 87, 128, 16, 100, 330
2, 3, 87, 142, 16, 100, 330
2, 3, 87, 135, 16, 100, 330
2, 3, 78, 124, 16, 100, 330
2, 3, 87, 133, 16, 100, 330
2, 3, 89, 140, 16, 100, 330
2, 3, 93, 140, 16, 100, 330
2, 3, 88, 134, 16, 100, 330
2, 3, 86, 131, 16, 100, 330
2, 3, 89, 142, 16, 100, 330
2, 3, 96, 154, 16, 100, 330
2, 3, 91, 130, 16, 100, 330
2, 3, 89, 141, 16, 100, 330
2, 3, 86, 123, 16, 100, 330
2, 3, 79, 135, 16, 100, 330
2, 3, 77, 124, 16, 100, 330
2, 3, 97, 143, 16, 100, 330
2, 3, 87, 119, 16, 100, 330
2, 3, 89, 126, 16, 100, 330
2, 3, 91, 128, 16, 100, 330
2, 3, 91, 145, 16, 100, 330
2, 3, 97, 139, 16, 100, 330
2, 3, 86, 130, 16, 100, 330
2, 3, 82, 129, 16, 100, 330
2, 3, 86, 124, 16, 100, 330
2, 3, 89, 132, 16, 100, 330
2, 3, 84, 114, 16, 100, 330
2, 3, 84, 125, 16, 100, 330
2, 3, 93, 138, 16, 100, 330
2, 3, 79, 126, 16, 100, 330
2, 3, 93, 147, 16, 100, 330
2, 3, 87, 129, 16, 100, 330
2, 3, 89, 145, 16, 100, 330
2, 3, 90, 135, 16, 100, 330
2, 3, 92, 140, 16, 100, 330
2, 3, 92, 134, 16, 100, 330
2, 3, 89, 139, 16, 100, 330
2, 3, 88, 128, 16, 100, 330
2, 3, 93, 152, 16, 100, 330
2, 3, 86, 138, 16, 100, 330
2, 3, 86, 132, 16, 100, 330
2, 3, 93, 140, 16, 100, 330
2, 3, 92, 144, 16, 100, 330
2, 3, 93, 129, 16, 100, 330
2, 3, 92, 141, 16, 100, 330
2, 3, 91, 129, 16, 100, 330
2, 3, 82, 130, 16, 100, 330
2, 3, 87, 130, 16, 100, 330
2, 3, 88, 141, 16, 100, 330
2, 3, 91, 139, 16, 100, 330
2, 3, 91, 133, 16, 100, 330
2, 3, 87, 142, 16, 100, 330
2, 3, 89, 132, 16, 100, 330
2, 3, 90, 143, 16, 100, 330
2, 3, 92, 140, 16, 100, 330
2, 3, 95, 129, 16, 100, 330
2, 3, 95, 148, 16, 100, 330
2, 3, 92, 142, 16, 100, 330
2, 3, 92, 134, 16, 100, 330
2, 3, 91, 131, 16, 100, 330
2, 3, 90, 136, 16, 100, 330
2, 3, 90, 118, 16, 100, 330
2, 3, 75, 126, 16, 100, 330
2, 3, 60, 61, 16, 100, 330
2, 3, 87, 128, 16, 100, 330
2, 3, 98, 132, 16, 100, 330
2, 3, 75, 123, 16, 100, 330
2, 3, 94, 143, 16, 100, 330
2, 3, 80, 122, 16, 100, 330
2, 3, 92, 130, 16, 100, 330
2, 3, 93, 134, 16, 100, 330
2, 3, 73, 133, 16, 100, 330
2, 3, 77, 136, 16, 100, 330
2, 3, 93, 143, 16, 100, 330
2, 3, 86, 130, 16, 100, 330
2, 3, 74, 94, 16, 100, 330
2, 3, 67, 89, 16, 100, 330
2, 3, 93, 140, 16, 100, 330
2, 3, 89, 151, 16, 100, 330
2, 3, 91, 132, 16, 100, 330
2, 3, 87, 132, 16, 100, 330
2, 3, 88, 150, 16, 100, 330
2, 3, 91, 128, 16, 100, 330
2, 3, 92, 131, 16, 100, 330
2, 3, 92, 133, 16, 100, 330
2, 3, 86, 129, 16, 100, 330
2, 3, 94, 133, 16, 100, 330
2, 3, 74, 79, 16, 100, 330
2, 3, 91, 129, 16, 100, 330
2, 3, 97, 144, 16, 100, 330
2, 3, 90, 136, 16, 100, 330
2, 3, 91, 131, 16, 100, 330
2, 3, 92, 134, 16, 100, 330
2, 3, 95, 146, 16, 100, 330
2, 3, 89, 128, 16, 100, 330
2, 3, 86, 150, 16, 100, 330
2, 3, 91, 138, 16, 100, 330
2, 3, 93, 133, 16, 100, 330
2, 3, 90, 131, 16, 100, 330
2, 3, 81, 129, 16, 100, 330
2, 3, 82, 148, 16, 100, 330
2, 3, 90, 120, 16, 100, 330
2, 3, 91, 134, 16, 100, 330
2, 3, 82, 123, 16, 100, 330
2, 3, 93, 132, 16, 100, 330
2, 3, 84, 136, 16, 100, 330
2, 3, 89, 133, 16, 100, 330
2, 3, 97, 145, 16, 100, 330
2, 3, 89, 138, 16, 100, 330
2, 3, 87, 134, 16, 100, 330
2, 3, 93, 138, 16, 100, 330
2, 3, 95, 125, 16, 100, 330
2, 3, 76, 113, 16, 100, 330
2, 3, 78, 97, 16, 100, 330
2, 3, 90, 131, 16, 100, 330
2, 3, 92, 141, 16, 100, 330
2, 3, 95, 150, 16, 100, 330
