from, to, dqf, range, status, distance, angle
2, 3, 81, 86, 16, 50, 330
2, 3, 75, 54, 16, 50, 330
2, 3, 79, 60, 16, 50, 330
2, 3, 74, 66, 16, 50, 330
2, 3, 69, 45, 16, 50, 330
2, 3, 80, 57, 16, 50, 330
2, 3, 84, 66, 16, 50, 330
2, 3, 81, 66, 16, 50, 330
2, 3, 87, 73, 16, 50, 330
2, 3, 77, 68, 16, 50, 330
2, 3, 78, 60, 16, 50, 330
2, 3, 82, 50, 16, 50, 330
2, 3, 85, 75, 16, 50, 330
2, 3, 82, 51, 16, 50, 330
2, 3, 78, 64, 16, 50, 330
2, 3, 75, 51, 16, 50, 330
2, 3, 70, 58, 16, 50, 330
2, 3, 77, 56, 16, 50, 330
2, 3, 85, 64, 16, 50, 330
2, 3, 91, 60, 16, 50, 330
2, 3, 84, 62, 16, 50, 330
2, 3, 77, 46, 16, 50, 330
2, 3, 80, 53, 16, 50, 330
2, 3, 79, 55, 16, 50, 330
2, 3, 81, 63, 16, 50, 330
2, 3, 63, 58, 16, 50, 330
2, 3, 81, 59, 16, 50, 330
2, 3, 76, 47, 16, 50, 330
2, 3, 75, 58, 16, 50, 330
2, 3, 81, 50, 16, 50, 330
2, 3, 95, 84, 16, 50, 330
2, 3, 86, 63, 16, 50, 330
2, 3, 79, 48, 16, 50, 330
2, 3, 78, 59, 16, 50, 330
2, 3, 81, 57, 16, 50, 330
2, 3, 79, 54, 16, 50, 330
2, 3, 79, 63, 16, 50, 330
2, 3, 77, 42, 16, 50, 330
2, 3, 83, 63, 16, 50, 330
2, 3, 68, 54, 16, 50, 330
2, 3, 66, 49, 16, 50, 330
2, 3, 79, 64, 16, 50, 330
2, 3, 82, 62, 16, 50, 330
2, 3, 81, 59, 16, 50, 330
2, 3, 78, 55, 16, 50, 330
2, 3, 82, 53, 16, 50, 330
2, 3, 85, 76, 16, 50, 330
2, 3, 81, 61, 16, 50, 330
2, 3, 80, 63, 16, 50, 330
2, 3, 88, 68, 16, 50, 330
2, 3, 61, 48, 16, 50, 330
2, 3, 84, 68, 16, 50, 330
2, 3, 83, 74, 16, 50, 330
2, 3, 62, 45, 16, 50, 330
2, 3, 79, 63, 16, 50, 330
2, 3, 82, 64, 16, 50, 330
2, 3, 79, 48, 16, 50, 330
2, 3, 77, 64, 16, 50, 330
2, 3, 89, 55, 16, 50, 330
2, 3, 80, 67, 16, 50, 330
2, 3, 78, 57, 16, 50, 330
2, 3, 78, 60, 16, 50, 330
2, 3, 79, 67, 16, 50, 330
2, 3, 87, 69, 16, 50, 330
2, 3, 81, 69, 16, 50, 330
2, 3, 72, 61, 16, 50, 330
2, 3, 87, 76, 16, 50, 330
2, 3, 79, 61, 16, 50, 330
2, 3, 80, 58, 16, 50, 330
2, 3, 83, 58, 16, 50, 330
2, 3, 78, 55, 16, 50, 330
2, 3, 76, 42, 16, 50, 330
2, 3, 84, 50, 16, 50, 330
2, 3, 79, 50, 16, 50, 330
2, 3, 100, 76, 16, 50, 330
2, 3, 76, 52, 16, 50, 330
2, 3, 88, 60, 16, 50, 330
2, 3, 86, 57, 16, 50, 330
2, 3, 78, 61, 16, 50, 330
2, 3, 90, 74, 16, 50, 330
2, 3, 77, 57, 16, 50, 330
2, 3, 88, 78, 16, 50, 330
2, 3, 80, 51, 16, 50, 330
2, 3, 76, 49, 16, 50, 330
2, 3, 91, 59, 16, 50, 330
2, 3, 80, 57, 16, 50, 330
2, 3, 89, 48, 16, 50, 330
2, 3, 76, 62, 16, 50, 330
2, 3, 79, 66, 16, 50, 330
2, 3, 67, 52, 16, 50, 330
2, 3, 76, 43, 16, 50, 330
2, 3, 83, 46, 16, 50, 330
2, 3, 76, 60, 16, 50, 330
2, 3, 70, 56, 16, 50, 330
2, 3, 80, 47, 16, 50, 330
2, 3, 83, 57, 16, 50, 330
2, 3, 77, 55, 16, 50, 330
2, 3, 78, 60, 16, 50, 330
2, 3, 75, 58, 16, 50, 330
2, 3, 87, 66, 16, 50, 330
2, 3, 77, 55, 16, 50, 330
2, 3, 82, 66, 16, 50, 330
2, 3, 74, 48, 16, 50, 330
2, 3, 80, 59, 16, 50, 330
2, 3, 90, 68, 16, 50, 330
2, 3, 80, 60, 16, 50, 330
2, 3, 82, 54, 16, 50, 330
2, 3, 92, 63, 16, 50, 330
2, 3, 78, 55, 16, 50, 330
2, 3, 90, 60, 16, 50, 330
2, 3, 90, 43, 16, 50, 330
2, 3, 87, 62, 16, 50, 330
2, 3, 78, 60, 16, 50, 330
2, 3, 82, 54, 16, 50, 330
2, 3, 79, 77, 16, 50, 330
2, 3, 81, 67, 16, 50, 330
2, 3, 90, 47, 16, 50, 330
2, 3, 88, 72, 16, 50, 330
2, 3, 72, 53, 16, 50, 330
2, 3, 74, 57, 16, 50, 330
2, 3, 77, 56, 16, 50, 330
2, 3, 79, 68, 16, 50, 330
2, 3, 82, 68, 16, 50, 330
2, 3, 93, 50, 16, 50, 330
2, 3, 83, 63, 16, 50, 330
2, 3, 84, 82, 16, 50, 330
2, 3, 79, 55, 16, 50, 330
2, 3, 89, 58, 16, 50, 330
2, 3, 83, 62, 16, 50, 330
2, 3, 83, 72, 16, 50, 330
2, 3, 63, 65, 16, 50, 330
2, 3, 87, 71, 16, 50, 330
2, 3, 91, 56, 16, 50, 330
2, 3, 79, 58, 16, 50, 330
2, 3, 80, 63, 16, 50, 330
2, 3, 80, 63, 16, 50, 330
2, 3, 85, 68, 16, 50, 330
2, 3, 85, 74, 16, 50, 330
2, 3, 68, 64, 16, 50, 330
2, 3, 97, 56, 16, 50, 330
2, 3, 88, 73, 16, 50, 330
2, 3, 75, 41, 16, 50, 330
2, 3, 76, 46, 16, 50, 330
2, 3, 84, 44, 16, 50, 330
2, 3, 97, 65, 16, 50, 330
2, 3, 74, 59, 16, 50, 330
2, 3, 77, 53, 16, 50, 330
2, 3, 93, 58, 16, 50, 330
2, 3, 84, 58, 16, 50, 330
2, 3, 75, 57, 16, 50, 330
2, 3, 71, 49, 16, 50, 330
2, 3, 81, 57, 16, 50, 330
2, 3, 81, 69, 16, 50, 330
2, 3, 84, 66, 16, 50, 330
2, 3, 81, 61, 16, 50, 330
2, 3, 50, 61, 16, 50, 330
2, 3, 81, 54, 16, 50, 330
2, 3, 81, 62, 16, 50, 330
2, 3, 84, 59, 16, 50, 330
2, 3, 77, 47, 16, 50, 330
2, 3, 80, 62, 16, 50, 330
2, 3, 81, 56, 16, 50, 330
2, 3, 72, 49, 16, 50, 330
2, 3, 80, 73, 16, 50, 330
2, 3, 78, 59, 16, 50, 330
2, 3, 79, 62, 16, 50, 330
2, 3, 93, 78, 16, 50, 330
2, 3, 78, 50, 16, 50, 330
2, 3, 80, 44, 16, 50, 330
2, 3, 86, 58, 16, 50, 330
2, 3, 79, 54, 16, 50, 330
2, 3, 93, 66, 16, 50, 330
2, 3, 82, 61, 16, 50, 330
2, 3, 87, 57, 16, 50, 330
2, 3, 79, 59, 16, 50, 330
2, 3, 76, 53, 16, 50, 330
2, 3, 77, 49, 16, 50, 330
2, 3, 86, 77, 16, 50, 330
2, 3, 83, 55, 16, 50, 330
2, 3, 77, 51, 16, 50, 330
2, 3, 79, 60, 16, 50, 330
2, 3, 81, 51, 16, 50, 330
2, 3, 78, 64, 16, 50, 330
2, 3, 86, 50, 16, 50, 330
2, 3, 79, 71, 16, 50, 330
2, 3, 95, 60, 16, 50, 330
2, 3, 73, 49, 16, 50, 330
2, 3, 67, 48, 16, 50, 330
2, 3, 74, 53, 16, 50, 330
2, 3, 86, 52, 16, 50, 330
2, 3, 80, 60, 16, 50, 330
2, 3, 83, 68, 16, 50, 330
2, 3, 87, 64, 16, 50, 330
2, 3, 85, 66, 16, 50, 330
2, 3, 78, 61, 16, 50, 330
2, 3, 37, 49, 16, 50, 330
2, 3, 80, 66, 16, 50, 330
2, 3, 77, 60, 16, 50, 330
2, 3, 98, 58, 16, 50, 330
2, 3, 61, 57, 16, 50, 330
