from, to, dqf, range, status, distance, angle
2, 3, 78, 75, 16, 100, 240
2, 3, 71, 105, 16, 100, 240
2, 3, 68, 87, 16, 100, 240
2, 3, 100, 64, 16, 100, 240
2, 3, 75, 101, 16, 100, 240
2, 3, 73, 90, 16, 100, 240
2, 3, 61, 61, 16, 100, 240
2, 3, 74, 84, 16, 100, 240
2, 3, 64, 74, 16, 100, 240
2, 3, 60, 61, 16, 100, 240
2, 3, 100, 94, 16, 100, 240
2, 3, 74, 90, 16, 100, 240
2, 3, 60, 60, 16, 100, 240
2, 3, 69, 104, 16, 100, 240
2, 3, 65, 76, 16, 100, 240
2, 3, 72, 84, 16, 100, 240
2, 3, 90, 115, 16, 100, 240
2, 3, 76, 105, 16, 100, 240
2, 3, 89, 110, 16, 100, 240
2, 3, 69, 83, 16, 100, 240
2, 3, 100, 151, 16, 100, 240
2, 3, 64, 74, 16, 100, 240
2, 3, 66, 68, 16, 100, 240
2, 3, 100, 156, 16, 100, 240
2, 3, 0, 94, 16, 100, 240
2, 3, 71, 114, 16, 100, 240
2, 3, 80, 100, 16, 100, 240
2, 3, 62, 65, 16, 100, 240
2, 3, 77, 87, 16, 100, 240
2, 3, 52, 58, 16, 100, 240
2, 3, 65, 79, 16, 100, 240
2, 3, 63, 76, 16, 100, 240
2, 3, 85, 73, 16, 100, 240
2, 3, 63, 80, 16, 100, 240
2, 3, 66, 78, 16, 100, 240
2, 3, 54, 58, 16, 100, 240
2, 3, 83, 97, 16, 100, 240
2, 3, 65, 86, 16, 100, 240
2, 3, 72, 96, 16, 100, 240
2, 3, 78, 76, 16, 100, 240
2, 3, 85, 124, 16, 100, 240
2, 3, 78, 117, 16, 100, 240
2, 3, 84, 120, 16, 100, 240
2, 3, 72, 96, 16, 100, 240
2, 3, 100, 152, 16, 100, 240
2, 3, 72, 92, 16, 100, 240
2, 3, 81, 115, 16, 100, 240
2, 3, 73, 68, 16, 100, 240
2, 3, 67, 77, 16, 100, 240
2, 3, 74, 122, 16, 100, 240
2, 3, 74, 102, 16, 100, 240
2, 3, 69, 85, 16, 100, 240
2, 3, 74, 95, 16, 100, 240
2, 3, 78, 101, 16, 100, 240
2, 3, 72, 93, 16, 100, 240
2, 3, 80, 109, 16, 100, 240
2, 3, 73, 90, 16, 100, 240
2, 3, 83, 125, 16, 100, 240
2, 3, 77, 92, 16, 100, 240
2, 3, 70, 84, 16, 100, 240
2, 3, 72, 93, 16, 100, 240
2, 3, 62, 87, 16, 100, 240
2, 3, 76, 103, 16, 100, 240
2, 3, 70, 84, 16, 100, 240
2, 3, 73, 71, 16, 100, 240
2, 3, 72, 84, 16, 100, 240
2, 3, 80, 99, 16, 100, 240
2, 3, 74, 86, 16, 100, 240
2, 3, 70, 70, 16, 100, 240
2, 3, 73, 89, 16, 100, 240
2, 3, 67, 65, 16, 100, 240
2, 3, 72, 90, 16, 100, 240
2, 3, 73, 94, 16, 100, 240
2, 3, 78, 111, 16, 100, 240
2, 3, 86, 164, 16, 100, 240
2, 3, 63, 64, 16, 100, 240
2, 3, 67, 76, 16, 100, 240
2, 3, 75, 75, 16, 100, 240
2, 3, 100, 63, 16, 100, 240
2, 3, 75, 84, 16, 100, 240
2, 3, 79, 94, 16, 100, 240
2, 3, 65, 89, 16, 100, 240
2, 3, 100, 64, 16, 100, 240
2, 3, 100, 56, 16, 100, 240
2, 3, 75, 98, 16, 100, 240
2, 3, 62, 66, 16, 100, 240
2, 3, 75, 117, 16, 100, 240
2, 3, 66, 82, 16, 100, 240
2, 3, 76, 90, 16, 100, 240
2, 3, 77, 92, 16, 100, 240
2, 3, 69, 79, 16, 100, 240
2, 3, 88, 115, 16, 100, 240
2, 3, 70, 86, 16, 100, 240
2, 3, 65, 90, 16, 100, 240
2, 3, 57, 59, 16, 100, 240
2, 3, 67, 92, 16, 100, 240
2, 3, 71, 106, 16, 100, 240
2, 3, 77, 139, 16, 100, 240
2, 3, 65, 87, 16, 100, 240
2, 3, 80, 110, 16, 100, 240
2, 3, 75, 98, 16, 100, 240
2, 3, 68, 83, 16, 100, 240
2, 3, 67, 65, 16, 100, 240
2, 3, 59, 82, 16, 100, 240
2, 3, 79, 101, 16, 100, 240
2, 3, 61, 70, 16, 100, 240
2, 3, 56, 68, 16, 100, 240
2, 3, 100, 76, 16, 100, 240
2, 3, 53, 61, 16, 100, 240
2, 3, 72, 84, 16, 100, 240
2, 3, 72, 99, 16, 100, 240
2, 3, 72, 91, 16, 100, 240
2, 3, 80, 104, 16, 100, 240
