from, to, dqf, range, status, distance, angle
2, 3, 81, 173, 16, 150, 150
2, 3, 64, 99, 16, 150, 150
2, 3, 83, 173, 16, 150, 150
2, 3, 81, 148, 16, 150, 150
2, 3, 93, 188, 16, 150, 150
2, 3, 89, 209, 16, 150, 150
2, 3, 74, 135, 16, 150, 150
2, 3, 89, 164, 16, 150, 150
2, 3, 83, 151, 16, 150, 150
2, 3, 84, 206, 16, 150, 150
2, 3, 84, 175, 16, 150, 150
2, 3, 79, 162, 16, 150, 150
2, 3, 87, 195, 16, 150, 150
2, 3, 82, 164, 16, 150, 150
2, 3, 84, 132, 16, 150, 150
2, 3, 78, 199, 16, 150, 150
2, 3, 85, 152, 16, 150, 150
2, 3, 95, 205, 16, 150, 150
2, 3, 90, 188, 16, 150, 150
2, 3, 82, 165, 16, 150, 150
2, 3, 78, 155, 16, 150, 150
2, 3, 91, 172, 16, 150, 150
2, 3, 66, 112, 16, 150, 150
2, 3, 89, 193, 16, 150, 150
2, 3, 77, 126, 16, 150, 150
2, 3, 92, 182, 16, 150, 150
2, 3, 84, 198, 16, 150, 150
2, 3, 92, 213, 16, 150, 150
2, 3, 83, 207, 16, 150, 150
2, 3, 82, 199, 16, 150, 150
2, 3, 91, 198, 16, 150, 150
2, 3, 90, 169, 16, 150, 150
2, 3, 83, 133, 16, 150, 150
2, 3, 88, 177, 16, 150, 150
2, 3, 92, 184, 16, 150, 150
2, 3, 77, 149, 16, 150, 150
2, 3, 73, 168, 16, 150, 150
2, 3, 86, 187, 16, 150, 150
2, 3, 67, 124, 16, 150, 150
2, 3, 85, 158, 16, 150, 150
2, 3, 69, 164, 16, 150, 150
2, 3, 81, 215, 16, 150, 150
2, 3, 67, 150, 16, 150, 150
2, 3, 61, 125, 16, 150, 150
2, 3, 90, 172, 16, 150, 150
2, 3, 88, 180, 16, 150, 150
2, 3, 73, 109, 16, 150, 150
2, 3, 75, 141, 16, 150, 150
2, 3, 90, 196, 16, 150, 150
2, 3, 89, 171, 16, 150, 150
2, 3, 86, 148, 16, 150, 150
2, 3, 85, 181, 16, 150, 150
2, 3, 90, 190, 16, 150, 150
2, 3, 78, 146, 16, 150, 150
2, 3, 89, 183, 16, 150, 150
2, 3, 87, 162, 16, 150, 150
2, 3, 88, 197, 16, 150, 150
2, 3, 86, 186, 16, 150, 150
2, 3, 77, 144, 16, 150, 150
2, 3, 97, 208, 16, 150, 150
2, 3, 78, 129, 16, 150, 150
2, 3, 88, 175, 16, 150, 150
2, 3, 86, 180, 16, 150, 150
2, 3, 92, 202, 16, 150, 150
2, 3, 83, 124, 16, 150, 150
2, 3, 79, 195, 16, 150, 150
2, 3, 85, 200, 16, 150, 150
2, 3, 89, 196, 16, 150, 150
2, 3, 88, 190, 16, 150, 150
2, 3, 93, 216, 16, 150, 150
2, 3, 87, 191, 16, 150, 150
2, 3, 94, 205, 16, 150, 150
2, 3, 82, 176, 16, 150, 150
2, 3, 90, 181, 16, 150, 150
2, 3, 89, 198, 16, 150, 150
2, 3, 81, 200, 16, 150, 150
2, 3, 86, 198, 16, 150, 150
2, 3, 91, 194, 16, 150, 150
2, 3, 89, 210, 16, 150, 150
2, 3, 84, 154, 16, 150, 150
2, 3, 96, 187, 16, 150, 150
2, 3, 87, 178, 16, 150, 150
2, 3, 86, 195, 16, 150, 150
2, 3, 74, 109, 16, 150, 150
2, 3, 54, 114, 16, 150, 150
2, 3, 87, 167, 16, 150, 150
2, 3, 88, 165, 16, 150, 150
2, 3, 85, 197, 16, 150, 150
2, 3, 87, 192, 16, 150, 150
2, 3, 89, 198, 16, 150, 150
2, 3, 76, 172, 16, 150, 150
2, 3, 92, 189, 16, 150, 150
2, 3, 86, 196, 16, 150, 150
2, 3, 82, 182, 16, 150, 150
2, 3, 88, 190, 16, 150, 150
2, 3, 86, 178, 16, 150, 150
2, 3, 83, 210, 16, 150, 150
2, 3, 91, 184, 16, 150, 150
2, 3, 88, 179, 16, 150, 150
2, 3, 91, 175, 16, 150, 150
2, 3, 67, 114, 16, 150, 150
