from, to, dqf, range, status, distance, angle
2, 3, 90, 129, 16, 100, 0
2, 3, 86, 137, 16, 100, 0
2, 3, 82, 129, 16, 100, 0
2, 3, 78, 117, 16, 100, 0
2, 3, 71, 69, 16, 100, 0
2, 3, 76, 102, 16, 100, 0
2, 3, 93, 135, 16, 100, 0
2, 3, 87, 119, 16, 100, 0
2, 3, 87, 130, 16, 100, 0
2, 3, 87, 96, 16, 100, 0
2, 3, 91, 111, 16, 100, 0
2, 3, 80, 85, 16, 100, 0
2, 3, 86, 124, 16, 100, 0
2, 3, 86, 143, 16, 100, 0
2, 3, 69, 90, 16, 100, 0
2, 3, 96, 131, 16, 100, 0
2, 3, 83, 114, 16, 100, 0
2, 3, 87, 105, 16, 100, 0
2, 3, 80, 97, 16, 100, 0
2, 3, 79, 125, 16, 100, 0
2, 3, 78, 81, 16, 100, 0
2, 3, 88, 112, 16, 100, 0
2, 3, 84, 108, 16, 100, 0
2, 3, 79, 107, 16, 100, 0
2, 3, 86, 131, 16, 100, 0
2, 3, 74, 112, 16, 100, 0
2, 3, 78, 112, 16, 100, 0
2, 3, 91, 132, 16, 100, 0
2, 3, 90, 137, 16, 100, 0
2, 3, 88, 123, 16, 100, 0
2, 3, 90, 125, 16, 100, 0
2, 3, 89, 109, 16, 100, 0
2, 3, 82, 84, 16, 100, 0
2, 3, 90, 124, 16, 100, 0
2, 3, 82, 102, 16, 100, 0
2, 3, 81, 122, 16, 100, 0
2, 3, 89, 124, 16, 100, 0
2, 3, 72, 115, 16, 100, 0
2, 3, 80, 128, 16, 100, 0
2, 3, 88, 115, 16, 100, 0
2, 3, 91, 139, 16, 100, 0
2, 3, 81, 103, 16, 100, 0
2, 3, 89, 128, 16, 100, 0
2, 3, 81, 110, 16, 100, 0
2, 3, 89, 127, 16, 100, 0
2, 3, 94, 128, 16, 100, 0
2, 3, 88, 115, 16, 100, 0
2, 3, 91, 139, 16, 100, 0
2, 3, 91, 126, 16, 100, 0
2, 3, 76, 121, 16, 100, 0
2, 3, 84, 141, 16, 100, 0
2, 3, 83, 107, 16, 100, 0
2, 3, 88, 117, 16, 100, 0
2, 3, 83, 109, 16, 100, 0
2, 3, 81, 106, 16, 100, 0
2, 3, 88, 123, 16, 100, 0
2, 3, 84, 115, 16, 100, 0
2, 3, 90, 133, 16, 100, 0
2, 3, 89, 132, 16, 100, 0
2, 3, 86, 105, 16, 100, 0
2, 3, 93, 130, 16, 100, 0
2, 3, 73, 99, 16, 100, 0
2, 3, 68, 80, 16, 100, 0
2, 3, 94, 132, 16, 100, 0
2, 3, 92, 124, 16, 100, 0
2, 3, 94, 132, 16, 100, 0
2, 3, 78, 111, 16, 100, 0
2, 3, 87, 128, 16, 100, 0
2, 3, 79, 105, 16, 100, 0
