from, to, dqf, range, status, distance, angle
2, 3, 85, 133, 16, 150, 60
2, 3, 91, 198, 16, 150, 60
2, 3, 92, 204, 16, 150, 60
2, 3, 88, 206, 16, 150, 60
2, 3, 76, 203, 16, 150, 60
2, 3, 91, 205, 16, 150, 60
2, 3, 93, 219, 16, 150, 60
2, 3, 90, 203, 16, 150, 60
2, 3, 93, 185, 16, 150, 60
2, 3, 91, 169, 16, 150, 60
2, 3, 78, 197, 16, 150, 60
2, 3, 92, 205, 16, 150, 60
2, 3, 88, 226, 16, 150, 60
2, 3, 82, 161, 16, 150, 60
2, 3, 94, 180, 16, 150, 60
2, 3, 80, 169, 16, 150, 60
2, 3, 69, 135, 16, 150, 60
2, 3, 84, 137, 16, 150, 60
2, 3, 96, 199, 16, 150, 60
2, 3, 87, 190, 16, 150, 60
2, 3, 86, 147, 16, 150, 60
2, 3, 91, 207, 16, 150, 60
2, 3, 82, 139, 16, 150, 60
2, 3, 98, 221, 16, 150, 60
2, 3, 90, 178, 16, 150, 60
2, 3, 97, 217, 16, 150, 60
2, 3, 72, 136, 16, 150, 60
2, 3, 91, 181, 16, 150, 60
2, 3, 81, 182, 16, 150, 60
2, 3, 79, 153, 16, 150, 60
2, 3, 93, 176, 16, 150, 60
2, 3, 97, 208, 16, 150, 60
2, 3, 96, 210, 16, 150, 60
2, 3, 88, 177, 16, 150, 60
2, 3, 92, 204, 16, 150, 60
2, 3, 87, 193, 16, 150, 60
2, 3, 93, 214, 16, 150, 60
2, 3, 99, 209, 16, 150, 60
2, 3, 97, 226, 16, 150, 60
2, 3, 86, 179, 16, 150, 60
2, 3, 68, 152, 16, 150, 60
2, 3, 95, 198, 16, 150, 60
2, 3, 93, 182, 16, 150, 60
2, 3, 93, 218, 16, 150, 60
2, 3, 94, 183, 16, 150, 60
2, 3, 93, 196, 16, 150, 60
2, 3, 78, 208, 16, 150, 60
2, 3, 84, 157, 16, 150, 60
2, 3, 89, 158, 16, 150, 60
2, 3, 97, 223, 16, 150, 60
2, 3, 91, 198, 16, 150, 60
2, 3, 91, 198, 16, 150, 60
2, 3, 89, 187, 16, 150, 60
2, 3, 74, 169, 16, 150, 60
2, 3, 86, 198, 16, 150, 60
2, 3, 92, 197, 16, 150, 60
2, 3, 86, 199, 16, 150, 60
2, 3, 84, 185, 16, 150, 60
2, 3, 78, 174, 16, 150, 60
2, 3, 76, 156, 16, 150, 60
2, 3, 79, 210, 16, 150, 60
2, 3, 93, 227, 16, 150, 60
2, 3, 92, 209, 16, 150, 60
2, 3, 87, 182, 16, 150, 60
2, 3, 74, 122, 16, 150, 60
2, 3, 91, 205, 16, 150, 60
2, 3, 82, 212, 16, 150, 60
2, 3, 92, 184, 16, 150, 60
2, 3, 85, 203, 16, 150, 60
2, 3, 93, 182, 16, 150, 60
2, 3, 90, 217, 16, 150, 60
2, 3, 87, 204, 16, 150, 60
2, 3, 96, 203, 16, 150, 60
2, 3, 91, 208, 16, 150, 60
2, 3, 81, 204, 16, 150, 60
2, 3, 86, 172, 16, 150, 60
2, 3, 80, 167, 16, 150, 60
2, 3, 73, 211, 16, 150, 60
2, 3, 84, 194, 16, 150, 60
2, 3, 96, 207, 16, 150, 60
2, 3, 80, 203, 16, 150, 60
2, 3, 85, 212, 16, 150, 60
2, 3, 90, 178, 16, 150, 60
2, 3, 85, 141, 16, 150, 60
2, 3, 89, 164, 16, 150, 60
2, 3, 72, 163, 16, 150, 60
2, 3, 90, 196, 16, 150, 60
2, 3, 92, 213, 16, 150, 60
2, 3, 66, 165, 16, 150, 60
2, 3, 99, 209, 16, 150, 60
2, 3, 93, 197, 16, 150, 60
2, 3, 93, 194, 16, 150, 60
2, 3, 81, 187, 16, 150, 60
2, 3, 88, 206, 16, 150, 60
2, 3, 75, 165, 16, 150, 60
2, 3, 87, 207, 16, 150, 60
2, 3, 85, 235, 16, 150, 60
2, 3, 81, 174, 16, 150, 60
2, 3, 90, 204, 16, 150, 60
2, 3, 79, 188, 16, 150, 60
2, 3, 80, 120, 16, 150, 60
2, 3, 88, 201, 16, 150, 60
2, 3, 77, 221, 16, 150, 60
2, 3, 93, 205, 16, 150, 60
2, 3, 92, 199, 16, 150, 60
2, 3, 90, 227, 16, 150, 60
2, 3, 84, 216, 16, 150, 60
2, 3, 91, 195, 16, 150, 60
2, 3, 83, 158, 16, 150, 60
2, 3, 77, 105, 16, 150, 60
2, 3, 84, 222, 16, 150, 60
2, 3, 94, 198, 16, 150, 60
2, 3, 85, 171, 16, 150, 60
2, 3, 74, 172, 16, 150, 60
2, 3, 85, 200, 16, 150, 60
2, 3, 93, 204, 16, 150, 60
2, 3, 75, 187, 16, 150, 60
2, 3, 78, 158, 16, 150, 60
2, 3, 98, 210, 16, 150, 60
2, 3, 87, 165, 16, 150, 60
2, 3, 92, 185, 16, 150, 60
2, 3, 85, 155, 16, 150, 60
2, 3, 94, 187, 16, 150, 60
2, 3, 87, 164, 16, 150, 60
2, 3, 88, 211, 16, 150, 60
2, 3, 84, 171, 16, 150, 60
2, 3, 83, 155, 16, 150, 60
2, 3, 81, 206, 16, 150, 60
2, 3, 96, 187, 16, 150, 60
2, 3, 99, 213, 16, 150, 60
2, 3, 92, 203, 16, 150, 60
2, 3, 96, 194, 16, 150, 60
2, 3, 77, 154, 16, 150, 60
2, 3, 71, 179, 16, 150, 60
2, 3, 87, 169, 16, 150, 60
2, 3, 94, 210, 16, 150, 60
2, 3, 83, 197, 16, 150, 60
2, 3, 74, 161, 16, 150, 60
2, 3, 90, 180, 16, 150, 60
2, 3, 88, 179, 16, 150, 60
2, 3, 80, 185, 16, 150, 60
2, 3, 96, 183, 16, 150, 60
2, 3, 79, 165, 16, 150, 60
2, 3, 87, 186, 16, 150, 60
2, 3, 86, 206, 16, 150, 60
2, 3, 76, 172, 16, 150, 60
2, 3, 87, 192, 16, 150, 60
2, 3, 71, 178, 16, 150, 60
2, 3, 84, 176, 16, 150, 60
2, 3, 93, 207, 16, 150, 60
2, 3, 76, 182, 16, 150, 60
2, 3, 80, 200, 16, 150, 60
2, 3, 93, 203, 16, 150, 60
2, 3, 90, 187, 16, 150, 60
2, 3, 91, 196, 16, 150, 60
2, 3, 90, 204, 16, 150, 60
2, 3, 85, 142, 16, 150, 60
2, 3, 98, 217, 16, 150, 60
2, 3, 95, 203, 16, 150, 60
2, 3, 95, 202, 16, 150, 60
2, 3, 91, 192, 16, 150, 60
2, 3, 89, 236, 16, 150, 60
2, 3, 88, 194, 16, 150, 60
2, 3, 89, 214, 16, 150, 60
2, 3, 80, 203, 16, 150, 60
2, 3, 93, 208, 16, 150, 60
2, 3, 92, 207, 16, 150, 60
2, 3, 80, 119, 16, 150, 60
2, 3, 97, 215, 16, 150, 60
2, 3, 89, 190, 16, 150, 60
2, 3, 91, 216, 16, 150, 60
2, 3, 77, 112, 16, 150, 60
2, 3, 93, 199, 16, 150, 60
2, 3, 96, 206, 16, 150, 60
2, 3, 65, 165, 16, 150, 60
2, 3, 78, 212, 16, 150, 60
2, 3, 92, 220, 16, 150, 60
2, 3, 94, 193, 16, 150, 60
2, 3, 85, 215, 16, 150, 60
2, 3, 86, 180, 16, 150, 60
2, 3, 86, 153, 16, 150, 60
2, 3, 91, 199, 16, 150, 60
2, 3, 91, 219, 16, 150, 60
2, 3, 82, 179, 16, 150, 60
2, 3, 81, 200, 16, 150, 60
2, 3, 90, 151, 16, 150, 60
2, 3, 86, 153, 16, 150, 60
2, 3, 92, 158, 16, 150, 60
2, 3, 84, 142, 16, 150, 60
2, 3, 79, 116, 16, 150, 60
2, 3, 91, 200, 16, 150, 60
2, 3, 77, 162, 16, 150, 60
2, 3, 89, 218, 16, 150, 60
2, 3, 96, 228, 16, 150, 60
2, 3, 88, 195, 16, 150, 60
2, 3, 86, 183, 16, 150, 60
2, 3, 84, 182, 16, 150, 60
2, 3, 81, 194, 16, 150, 60
2, 3, 80, 207, 16, 150, 60
2, 3, 95, 198, 16, 150, 60
