from, to, dqf, range, status, distance, angle
2, 3, 78, 65, 16, 50, 150
2, 3, 69, 54, 16, 50, 150
2, 3, 84, 58, 16, 50, 150
2, 3, 79, 60, 16, 50, 150
2, 3, 65, 86, 16, 50, 150
2, 3, 88, 59, 16, 50, 150
2, 3, 86, 72, 16, 50, 150
2, 3, 80, 56, 16, 50, 150
2, 3, 82, 65, 16, 50, 150
2, 3, 83, 47, 16, 50, 150
2, 3, 88, 91, 16, 50, 150
2, 3, 89, 80, 16, 50, 150
2, 3, 81, 56, 16, 50, 150
2, 3, 76, 44, 16, 50, 150
2, 3, 78, 63, 16, 50, 150
2, 3, 78, 45, 16, 50, 150
2, 3, 93, 50, 16, 50, 150
2, 3, 85, 84, 16, 50, 150
2, 3, 74, 46, 16, 50, 150
2, 3, 89, 69, 16, 50, 150
2, 3, 81, 55, 16, 50, 150
2, 3, 82, 53, 16, 50, 150
2, 3, 70, 46, 16, 50, 150
2, 3, 94, 71, 16, 50, 150
2, 3, 83, 64, 16, 50, 150
2, 3, 71, 51, 16, 50, 150
2, 3, 77, 54, 16, 50, 150
2, 3, 83, 52, 16, 50, 150
2, 3, 96, 74, 16, 50, 150
2, 3, 72, 45, 16, 50, 150
2, 3, 79, 63, 16, 50, 150
2, 3, 89, 58, 16, 50, 150
2, 3, 93, 57, 16, 50, 150
2, 3, 85, 81, 16, 50, 150
2, 3, 88, 81, 16, 50, 150
2, 3, 80, 52, 16, 50, 150
2, 3, 90, 62, 16, 50, 150
2, 3, 75, 45, 16, 50, 150
2, 3, 72, 42, 16, 50, 150
2, 3, 81, 58, 16, 50, 150
2, 3, 74, 42, 16, 50, 150
2, 3, 75, 56, 16, 50, 150
2, 3, 68, 61, 16, 50, 150
2, 3, 85, 69, 16, 50, 150
2, 3, 84, 80, 16, 50, 150
2, 3, 70, 49, 16, 50, 150
2, 3, 76, 55, 16, 50, 150
2, 3, 75, 54, 16, 50, 150
2, 3, 81, 50, 16, 50, 150
2, 3, 75, 55, 16, 50, 150
2, 3, 82, 61, 16, 50, 150
2, 3, 83, 63, 16, 50, 150
2, 3, 74, 57, 16, 50, 150
2, 3, 68, 56, 16, 50, 150
2, 3, 70, 64, 16, 50, 150
2, 3, 71, 56, 16, 50, 150
2, 3, 74, 64, 16, 50, 150
2, 3, 70, 56, 16, 50, 150
2, 3, 81, 64, 16, 50, 150
2, 3, 49, 58, 16, 50, 150
2, 3, 79, 47, 16, 50, 150
2, 3, 75, 55, 16, 50, 150
2, 3, 83, 43, 16, 50, 150
2, 3, 76, 58, 16, 50, 150
2, 3, 82, 56, 16, 50, 150
2, 3, 74, 65, 16, 50, 150
2, 3, 59, 46, 16, 50, 150
2, 3, 60, 62, 16, 50, 150
2, 3, 80, 46, 16, 50, 150
2, 3, 68, 47, 16, 50, 150
2, 3, 84, 77, 16, 50, 150
2, 3, 74, 49, 16, 50, 150
2, 3, 84, 65, 16, 50, 150
2, 3, 80, 57, 16, 50, 150
2, 3, 87, 74, 16, 50, 150
2, 3, 76, 49, 16, 50, 150
2, 3, 90, 52, 16, 50, 150
2, 3, 78, 75, 16, 50, 150
2, 3, 68, 57, 16, 50, 150
2, 3, 55, 52, 16, 50, 150
2, 3, 77, 55, 16, 50, 150
2, 3, 82, 49, 16, 50, 150
2, 3, 74, 48, 16, 50, 150
2, 3, 87, 53, 16, 50, 150
2, 3, 78, 42, 16, 50, 150
2, 3, 83, 46, 16, 50, 150
2, 3, 88, 89, 16, 50, 150
2, 3, 76, 64, 16, 50, 150
2, 3, 71, 49, 16, 50, 150
2, 3, 100, 78, 16, 50, 150
2, 3, 79, 50, 16, 50, 150
2, 3, 79, 73, 16, 50, 150
2, 3, 83, 75, 16, 50, 150
2, 3, 72, 49, 16, 50, 150
2, 3, 81, 53, 16, 50, 150
2, 3, 81, 59, 16, 50, 150
2, 3, 78, 41, 16, 50, 150
2, 3, 79, 51, 16, 50, 150
2, 3, 84, 63, 16, 50, 150
2, 3, 81, 48, 16, 50, 150
2, 3, 56, 78, 16, 50, 150
2, 3, 87, 67, 16, 50, 150
2, 3, 85, 59, 16, 50, 150
2, 3, 64, 51, 16, 50, 150
2, 3, 80, 52, 16, 50, 150
2, 3, 76, 59, 16, 50, 150
2, 3, 77, 66, 16, 50, 150
2, 3, 78, 45, 16, 50, 150
2, 3, 80, 66, 16, 50, 150
2, 3, 81, 65, 16, 50, 150
2, 3, 81, 57, 16, 50, 150
2, 3, 78, 60, 16, 50, 150
2, 3, 88, 81, 16, 50, 150
2, 3, 77, 53, 16, 50, 150
2, 3, 77, 63, 16, 50, 150
2, 3, 76, 62, 16, 50, 150
2, 3, 97, 80, 16, 50, 150
2, 3, 84, 73, 16, 50, 150
2, 3, 76, 49, 16, 50, 150
2, 3, 79, 67, 16, 50, 150
2, 3, 80, 62, 16, 50, 150
2, 3, 78, 56, 16, 50, 150
2, 3, 80, 53, 16, 50, 150
2, 3, 77, 54, 16, 50, 150
2, 3, 84, 51, 16, 50, 150
2, 3, 77, 44, 16, 50, 150
2, 3, 80, 48, 16, 50, 150
2, 3, 64, 49, 16, 50, 150
2, 3, 81, 58, 16, 50, 150
2, 3, 84, 68, 16, 50, 150
2, 3, 88, 55, 16, 50, 150
2, 3, 72, 48, 16, 50, 150
2, 3, 88, 63, 16, 50, 150
2, 3, 79, 62, 16, 50, 150
2, 3, 78, 52, 16, 50, 150
2, 3, 91, 56, 16, 50, 150
2, 3, 83, 62, 16, 50, 150
2, 3, 83, 62, 16, 50, 150
2, 3, 76, 54, 16, 50, 150
2, 3, 69, 54, 16, 50, 150
2, 3, 79, 47, 16, 50, 150
2, 3, 96, 81, 16, 50, 150
2, 3, 82, 63, 16, 50, 150
2, 3, 79, 46, 16, 50, 150
2, 3, 78, 54, 16, 50, 150
2, 3, 76, 51, 16, 50, 150
2, 3, 83, 50, 16, 50, 150
2, 3, 81, 55, 16, 50, 150
2, 3, 80, 47, 16, 50, 150
2, 3, 78, 49, 16, 50, 150
2, 3, 79, 57, 16, 50, 150
2, 3, 61, 57, 16, 50, 150
2, 3, 67, 54, 16, 50, 150
2, 3, 75, 44, 16, 50, 150
2, 3, 80, 61, 16, 50, 150
2, 3, 73, 67, 16, 50, 150
2, 3, 78, 52, 16, 50, 150
2, 3, 74, 59, 16, 50, 150
2, 3, 72, 43, 16, 50, 150
2, 3, 73, 54, 16, 50, 150
2, 3, 77, 60, 16, 50, 150
2, 3, 97, 78, 16, 50, 150
2, 3, 64, 50, 16, 50, 150
2, 3, 67, 66, 16, 50, 150
2, 3, 70, 51, 16, 50, 150
2, 3, 80, 52, 16, 50, 150
2, 3, 89, 55, 16, 50, 150
2, 3, 78, 55, 16, 50, 150
2, 3, 69, 52, 16, 50, 150
2, 3, 74, 47, 16, 50, 150
2, 3, 77, 66, 16, 50, 150
2, 3, 76, 54, 16, 50, 150
2, 3, 76, 53, 16, 50, 150
2, 3, 89, 59, 16, 50, 150
2, 3, 78, 60, 16, 50, 150
2, 3, 73, 61, 16, 50, 150
2, 3, 65, 49, 16, 50, 150
2, 3, 84, 57, 16, 50, 150
2, 3, 77, 44, 16, 50, 150
2, 3, 79, 54, 16, 50, 150
2, 3, 80, 48, 16, 50, 150
2, 3, 81, 56, 16, 50, 150
2, 3, 74, 57, 16, 50, 150
2, 3, 80, 61, 16, 50, 150
2, 3, 78, 58, 16, 50, 150
2, 3, 80, 62, 16, 50, 150
2, 3, 82, 53, 16, 50, 150
2, 3, 75, 55, 16, 50, 150
2, 3, 66, 58, 16, 50, 150
2, 3, 95, 68, 16, 50, 150
2, 3, 72, 45, 16, 50, 150
2, 3, 87, 73, 16, 50, 150
2, 3, 78, 62, 16, 50, 150
2, 3, 77, 58, 16, 50, 150
2, 3, 77, 64, 16, 50, 150
2, 3, 74, 63, 16, 50, 150
2, 3, 81, 64, 16, 50, 150
2, 3, 83, 57, 16, 50, 150
2, 3, 81, 69, 16, 50, 150
2, 3, 74, 61, 16, 50, 150
