from, to, dqf, range, status, distance, angle
2, 3, 81, 81, 16, 50, 270
2, 3, 91, 94, 16, 50, 270
2, 3, 85, 85, 16, 50, 270
2, 3, 94, 109, 16, 50, 270
2, 3, 85, 82, 16, 50, 270
2, 3, 94, 115, 16, 50, 270
2, 3, 84, 84, 16, 50, 270
2, 3, 84, 92, 16, 50, 270
2, 3, 82, 87, 16, 50, 270
2, 3, 89, 96, 16, 50, 270
2, 3, 94, 106, 16, 50, 270
2, 3, 87, 105, 16, 50, 270
2, 3, 92, 107, 16, 50, 270
2, 3, 85, 85, 16, 50, 270
2, 3, 85, 88, 16, 50, 270
2, 3, 89, 92, 16, 50, 270
2, 3, 83, 78, 16, 50, 270
2, 3, 83, 85, 16, 50, 270
2, 3, 78, 75, 16, 50, 270
2, 3, 84, 99, 16, 50, 270
2, 3, 82, 78, 16, 50, 270
2, 3, 87, 88, 16, 50, 270
2, 3, 84, 93, 16, 50, 270
2, 3, 89, 92, 16, 50, 270
2, 3, 83, 82, 16, 50, 270
2, 3, 93, 110, 16, 50, 270
2, 3, 90, 101, 16, 50, 270
2, 3, 83, 92, 16, 50, 270
2, 3, 86, 85, 16, 50, 270
2, 3, 90, 108, 16, 50, 270
2, 3, 80, 105, 16, 50, 270
2, 3, 77, 89, 16, 50, 270
2, 3, 88, 98, 16, 50, 270
2, 3, 88, 93, 16, 50, 270
2, 3, 81, 80, 16, 50, 270
2, 3, 91, 110, 16, 50, 270
2, 3, 88, 97, 16, 50, 270
2, 3, 88, 98, 16, 50, 270
2, 3, 95, 111, 16, 50, 270
2, 3, 88, 95, 16, 50, 270
2, 3, 90, 99, 16, 50, 270
2, 3, 90, 104, 16, 50, 270
2, 3, 83, 99, 16, 50, 270
2, 3, 83, 97, 16, 50, 270
2, 3, 82, 89, 16, 50, 270
2, 3, 84, 78, 16, 50, 270
2, 3, 87, 89, 16, 50, 270
2, 3, 87, 101, 16, 50, 270
2, 3, 86, 95, 16, 50, 270
2, 3, 80, 71, 16, 50, 270
2, 3, 87, 88, 16, 50, 270
2, 3, 89, 97, 16, 50, 270
2, 3, 86, 88, 16, 50, 270
2, 3, 91, 93, 16, 50, 270
2, 3, 91, 96, 16, 50, 270
2, 3, 76, 82, 16, 50, 270
2, 3, 80, 93, 16, 50, 270
2, 3, 85, 88, 16, 50, 270
2, 3, 93, 103, 16, 50, 270
2, 3, 89, 93, 16, 50, 270
2, 3, 85, 82, 16, 50, 270
2, 3, 90, 109, 16, 50, 270
2, 3, 85, 85, 16, 50, 270
2, 3, 84, 76, 16, 50, 270
2, 3, 87, 85, 16, 50, 270
2, 3, 89, 103, 16, 50, 270
2, 3, 86, 89, 16, 50, 270
2, 3, 82, 93, 16, 50, 270
2, 3, 83, 91, 16, 50, 270
2, 3, 89, 105, 16, 50, 270
2, 3, 89, 107, 16, 50, 270
2, 3, 92, 99, 16, 50, 270
2, 3, 83, 92, 16, 50, 270
2, 3, 92, 120, 16, 50, 270
2, 3, 83, 98, 16, 50, 270
2, 3, 86, 82, 16, 50, 270
2, 3, 88, 91, 16, 50, 270
2, 3, 92, 114, 16, 50, 270
2, 3, 80, 81, 16, 50, 270
2, 3, 78, 80, 16, 50, 270
2, 3, 72, 89, 16, 50, 270
2, 3, 88, 91, 16, 50, 270
2, 3, 83, 72, 16, 50, 270
2, 3, 90, 90, 16, 50, 270
2, 3, 86, 79, 16, 50, 270
2, 3, 90, 102, 16, 50, 270
2, 3, 89, 104, 16, 50, 270
2, 3, 87, 93, 16, 50, 270
2, 3, 91, 93, 16, 50, 270
2, 3, 86, 84, 16, 50, 270
2, 3, 92, 105, 16, 50, 270
2, 3, 71, 65, 16, 50, 270
2, 3, 86, 107, 16, 50, 270
2, 3, 86, 89, 16, 50, 270
2, 3, 85, 88, 16, 50, 270
2, 3, 91, 112, 16, 50, 270
2, 3, 87, 91, 16, 50, 270
2, 3, 84, 90, 16, 50, 270
2, 3, 91, 99, 16, 50, 270
2, 3, 89, 100, 16, 50, 270
2, 3, 90, 95, 16, 50, 270
2, 3, 87, 89, 16, 50, 270
2, 3, 94, 116, 16, 50, 270
2, 3, 85, 83, 16, 50, 270
2, 3, 82, 86, 16, 50, 270
2, 3, 87, 94, 16, 50, 270
2, 3, 84, 80, 16, 50, 270
2, 3, 82, 89, 16, 50, 270
2, 3, 86, 103, 16, 50, 270
2, 3, 97, 109, 16, 50, 270
2, 3, 92, 111, 16, 50, 270
2, 3, 88, 95, 16, 50, 270
2, 3, 91, 100, 16, 50, 270
2, 3, 87, 107, 16, 50, 270
2, 3, 79, 88, 16, 50, 270
2, 3, 91, 111, 16, 50, 270
2, 3, 67, 64, 16, 50, 270
2, 3, 87, 105, 16, 50, 270
2, 3, 89, 104, 16, 50, 270
2, 3, 83, 85, 16, 50, 270
2, 3, 89, 94, 16, 50, 270
2, 3, 87, 86, 16, 50, 270
2, 3, 86, 105, 16, 50, 270
2, 3, 88, 95, 16, 50, 270
2, 3, 86, 85, 16, 50, 270
2, 3, 93, 102, 16, 50, 270
2, 3, 85, 91, 16, 50, 270
2, 3, 86, 97, 16, 50, 270
2, 3, 75, 85, 16, 50, 270
2, 3, 75, 81, 16, 50, 270
2, 3, 89, 104, 16, 50, 270
2, 3, 71, 121, 16, 50, 270
2, 3, 91, 97, 16, 50, 270
2, 3, 84, 82, 16, 50, 270
2, 3, 88, 103, 16, 50, 270
2, 3, 90, 102, 16, 50, 270
