from, to, dqf, range, status, distance, angle
2, 3, 79, 162, 16, 150, 210
2, 3, 75, 95, 16, 150, 210
2, 3, 72, 104, 16, 150, 210
2, 3, 75, 132, 16, 150, 210
2, 3, 93, 219, 16, 150, 210
2, 3, 73, 146, 16, 150, 210
2, 3, 71, 91, 16, 150, 210
2, 3, 94, 123, 16, 150, 210
2, 3, 86, 151, 16, 150, 210
2, 3, 83, 133, 16, 150, 210
2, 3, 77, 134, 16, 150, 210
2, 3, 67, 98, 16, 150, 210
2, 3, 64, 88, 16, 150, 210
2, 3, 68, 133, 16, 150, 210
2, 3, 70, 97, 16, 150, 210
2, 3, 69, 116, 16, 150, 210
2, 3, 54, 129, 16, 150, 210
2, 3, 100, 81, 16, 150, 210
2, 3, 85, 144, 16, 150, 210
2, 3, 76, 140, 16, 150, 210
2, 3, 77, 115, 16, 150, 210
2, 3, 73, 115, 16, 150, 210
2, 3, 82, 127, 16, 150, 210
2, 3, 100, 167, 16, 150, 210
2, 3, 100, 97, 16, 150, 210
2, 3, 63, 88, 16, 150, 210
2, 3, 100, 76, 16, 150, 210
2, 3, 75, 119, 16, 150, 210
2, 3, 100, 69, 16, 150, 210
2, 3, 0, 114, 16, 150, 210
2, 3, 60, 89, 16, 150, 210
2, 3, 70, 112, 16, 150, 210
2, 3, 83, 171, 16, 150, 210
2, 3, 65, 100, 16, 150, 210
2, 3, 88, 167, 16, 150, 210
2, 3, 83, 162, 16, 150, 210
2, 3, 0, 127, 16, 150, 210
2, 3, 89, 217, 16, 150, 210
2, 3, 0, 122, 16, 150, 210
2, 3, 69, 106, 16, 150, 210
2, 3, 66, 120, 16, 150, 210
2, 3, 80, 175, 16, 150, 210
2, 3, 0, 111, 16, 150, 210
2, 3, 67, 108, 16, 150, 210
2, 3, 55, 73, 16, 150, 210
2, 3, 62, 90, 16, 150, 210
2, 3, 64, 98, 16, 150, 210
2, 3, 100, 73, 16, 150, 210
2, 3, 67, 91, 16, 150, 210
2, 3, 74, 123, 16, 150, 210
2, 3, 79, 121, 16, 150, 210
2, 3, 66, 79, 16, 150, 210
2, 3, 53, 76, 16, 150, 210
2, 3, 65, 85, 16, 150, 210
2, 3, 64, 125, 16, 150, 210
2, 3, 81, 144, 16, 150, 210
2, 3, 100, 75, 16, 150, 210
2, 3, 100, 107, 16, 150, 210
2, 3, 100, 95, 16, 150, 210
2, 3, 83, 145, 16, 150, 210
2, 3, 70, 133, 16, 150, 210
2, 3, 75, 99, 16, 150, 210
2, 3, 74, 95, 16, 150, 210
2, 3, 65, 111, 16, 150, 210
2, 3, 100, 211, 16, 150, 210
2, 3, 0, 113, 16, 150, 210
2, 3, 0, 121, 16, 150, 210
2, 3, 61, 91, 16, 150, 210
2, 3, 93, 127, 16, 150, 210
2, 3, 62, 97, 16, 150, 210
2, 3, 100, 206, 16, 150, 210
2, 3, 75, 121, 16, 150, 210
2, 3, 81, 135, 16, 150, 210
2, 3, 0, 131, 16, 150, 210
2, 3, 100, 83, 16, 150, 210
2, 3, 55, 82, 16, 150, 210
2, 3, 66, 88, 16, 150, 210
2, 3, 65, 92, 16, 150, 210
2, 3, 54, 86, 16, 150, 210
2, 3, 71, 94, 16, 150, 210
2, 3, 73, 132, 16, 150, 210
2, 3, 100, 92, 16, 150, 210
2, 3, 100, 196, 16, 150, 210
2, 3, 85, 222, 16, 150, 210
2, 3, 66, 102, 16, 150, 210
2, 3, 79, 134, 16, 150, 210
2, 3, 81, 92, 16, 150, 210
2, 3, 0, 115, 16, 150, 210
2, 3, 62, 104, 16, 150, 210
2, 3, 59, 86, 16, 150, 210
2, 3, 100, 67, 16, 150, 210
2, 3, 72, 130, 16, 150, 210
2, 3, 73, 97, 16, 150, 210
2, 3, 80, 147, 16, 150, 210
2, 3, 100, 89, 16, 150, 210
2, 3, 100, 104, 16, 150, 210
2, 3, 57, 78, 16, 150, 210
2, 3, 51, 69, 16, 150, 210
2, 3, 0, 114, 16, 150, 210
2, 3, 63, 81, 16, 150, 210
2, 3, 100, 211, 16, 150, 210
2, 3, 88, 140, 16, 150, 210
2, 3, 100, 89, 16, 150, 210
2, 3, 100, 101, 16, 150, 210
2, 3, 85, 120, 16, 150, 210
2, 3, 76, 119, 16, 150, 210
2, 3, 56, 76, 16, 150, 210
2, 3, 77, 121, 16, 150, 210
2, 3, 70, 115, 16, 150, 210
2, 3, 65, 81, 16, 150, 210
2, 3, 0, 128, 16, 150, 210
2, 3, 65, 87, 16, 150, 210
2, 3, 0, 132, 16, 150, 210
2, 3, 95, 110, 16, 150, 210
2, 3, 66, 132, 16, 150, 210
2, 3, 100, 79, 16, 150, 210
2, 3, 100, 180, 16, 150, 210
2, 3, 77, 127, 16, 150, 210
2, 3, 77, 128, 16, 150, 210
2, 3, 80, 123, 16, 150, 210
2, 3, 84, 137, 16, 150, 210
2, 3, 74, 99, 16, 150, 210
2, 3, 54, 88, 16, 150, 210
2, 3, 100, 69, 16, 150, 210
2, 3, 100, 136, 16, 150, 210
2, 3, 74, 99, 16, 150, 210
2, 3, 67, 108, 16, 150, 210
2, 3, 68, 107, 16, 150, 210
2, 3, 65, 105, 16, 150, 210
2, 3, 79, 145, 16, 150, 210
2, 3, 86, 161, 16, 150, 210
2, 3, 54, 85, 16, 150, 210
2, 3, 81, 171, 16, 150, 210
2, 3, 94, 225, 16, 150, 210
2, 3, 84, 171, 16, 150, 210
2, 3, 69, 113, 16, 150, 210
2, 3, 77, 127, 16, 150, 210
2, 3, 73, 100, 16, 150, 210
2, 3, 76, 110, 16, 150, 210
2, 3, 78, 168, 16, 150, 210
2, 3, 0, 110, 16, 150, 210
2, 3, 69, 112, 16, 150, 210
2, 3, 53, 152, 16, 150, 210
2, 3, 85, 162, 16, 150, 210
2, 3, 71, 118, 16, 150, 210
2, 3, 82, 165, 16, 150, 210
2, 3, 94, 227, 16, 150, 210
2, 3, 86, 207, 16, 150, 210
2, 3, 83, 158, 16, 150, 210
2, 3, 100, 95, 16, 150, 210
2, 3, 60, 133, 16, 150, 210
2, 3, 100, 85, 16, 150, 210
2, 3, 57, 79, 16, 150, 210
2, 3, 100, 72, 16, 150, 210
2, 3, 0, 133, 16, 150, 210
2, 3, 100, 102, 16, 150, 210
2, 3, 62, 92, 16, 150, 210
2, 3, 68, 102, 16, 150, 210
2, 3, 100, 77, 16, 150, 210
2, 3, 71, 84, 16, 150, 210
2, 3, 71, 105, 16, 150, 210
2, 3, 0, 121, 16, 150, 210
2, 3, 82, 135, 16, 150, 210
2, 3, 70, 80, 16, 150, 210
2, 3, 49, 76, 16, 150, 210
2, 3, 100, 66, 16, 150, 210
2, 3, 0, 120, 16, 150, 210
2, 3, 65, 92, 16, 150, 210
2, 3, 89, 183, 16, 150, 210
2, 3, 0, 139, 16, 150, 210
2, 3, 53, 90, 16, 150, 210
2, 3, 100, 214, 16, 150, 210
2, 3, 71, 90, 16, 150, 210
