from, to, dqf, range, status, distance
2, 3, 87, 99, 16, 92
2, 3, 93, 87, 16, 92
2, 3, 98, 86, 16, 92
2, 3, 92, 84, 16, 92
2, 3, 91, 70, 16, 92
2, 3, 90, 76, 16, 92
2, 3, 93, 75, 16, 92
2, 3, 92, 86, 16, 92
2, 3, 88, 90, 16, 92
2, 3, 95, 86, 16, 92
2, 3, 93, 85, 16, 92
2, 3, 92, 84, 16, 92
2, 3, 82, 60, 16, 92
2, 3, 87, 89, 16, 92
2, 3, 87, 79, 16, 92
2, 3, 85, 82, 16, 92
2, 3, 92, 87, 16, 92
2, 3, 95, 83, 16, 92
2, 3, 98, 89, 16, 92
2, 3, 91, 85, 16, 92
2, 3, 93, 92, 16, 92
2, 3, 91, 80, 16, 92
2, 3, 96, 87, 16, 92
2, 3, 83, 71, 16, 92
2, 3, 86, 87, 16, 92
2, 3, 82, 76, 16, 92
2, 3, 90, 83, 16, 92
2, 3, 97, 92, 16, 92
2, 3, 94, 87, 16, 92
2, 3, 93, 81, 16, 92
2, 3, 97, 83, 16, 92
2, 3, 93, 69, 16, 92
2, 3, 84, 70, 16, 92
2, 3, 96, 85, 16, 92
2, 3, 92, 84, 16, 92
2, 3, 95, 74, 16, 92
2, 3, 94, 84, 16, 92
2, 3, 92, 82, 16, 92
2, 3, 84, 79, 16, 92
2, 3, 89, 80, 16, 92
2, 3, 82, 81, 16, 92
2, 3, 95, 81, 16, 92
2, 3, 92, 83, 16, 92
2, 3, 91, 80, 16, 92
2, 3, 88, 79, 16, 92
2, 3, 96, 86, 16, 92
2, 3, 94, 85, 16, 92
2, 3, 96, 82, 16, 92
2, 3, 96, 86, 16, 92
2, 3, 97, 98, 16, 92
2, 3, 93, 86, 16, 92
2, 3, 95, 87, 16, 92
2, 3, 90, 74, 16, 92
2, 3, 98, 88, 16, 92
2, 3, 97, 80, 16, 92
2, 3, 96, 85, 16, 92
2, 3, 94, 94, 16, 92
2, 3, 96, 87, 16, 92
2, 3, 97, 86, 16, 92
2, 3, 96, 89, 16, 92
2, 3, 92, 73, 16, 92
2, 3, 97, 89, 16, 92
2, 3, 96, 89, 16, 92
2, 3, 97, 89, 16, 92
2, 3, 96, 83, 16, 92
2, 3, 97, 81, 16, 92
2, 3, 94, 85, 16, 92
2, 3, 95, 86, 16, 92
2, 3, 90, 83, 16, 92
2, 3, 93, 88, 16, 92
2, 3, 94, 69, 16, 92
2, 3, 99, 84, 16, 92
2, 3, 94, 84, 16, 92
2, 3, 91, 87, 16, 92
2, 3, 96, 87, 16, 92
2, 3, 95, 75, 16, 92
2, 3, 97, 72, 16, 92
2, 3, 90, 76, 16, 92
2, 3, 91, 81, 16, 92
2, 3, 81, 72, 16, 92
2, 3, 96, 87, 16, 92
2, 3, 90, 90, 16, 92
2, 3, 95, 88, 16, 92
2, 3, 95, 85, 16, 92
2, 3, 94, 82, 16, 92
2, 3, 94, 84, 16, 92
2, 3, 96, 99, 16, 92
2, 3, 92, 87, 16, 92
2, 3, 95, 85, 16, 92
2, 3, 91, 84, 16, 92
2, 3, 93, 83, 16, 92
2, 3, 95, 72, 16, 92
2, 3, 92, 89, 16, 92
2, 3, 91, 82, 16, 92
2, 3, 94, 85, 16, 92
2, 3, 90, 78, 16, 92
2, 3, 94, 86, 16, 92
2, 3, 95, 86, 16, 92
2, 3, 77, 69, 16, 92
2, 3, 78, 74, 16, 92
2, 3, 96, 82, 16, 92
2, 3, 89, 77, 16, 92
2, 3, 96, 82, 16, 92
2, 3, 93, 85, 16, 92
2, 3, 90, 80, 16, 92
2, 3, 88, 85, 16, 92
2, 3, 91, 81, 16, 92
2, 3, 95, 85, 16, 92
2, 3, 93, 85, 16, 92
2, 3, 92, 80, 16, 92
2, 3, 95, 85, 16, 92
2, 3, 94, 70, 16, 92
2, 3, 95, 101, 16, 92
2, 3, 87, 83, 16, 92
2, 3, 87, 85, 16, 92
2, 3, 93, 92, 16, 92
2, 3, 83, 53, 16, 92
2, 3, 87, 72, 16, 92
2, 3, 87, 79, 16, 92
2, 3, 97, 88, 16, 92
2, 3, 97, 89, 16, 92
2, 3, 90, 73, 16, 92
2, 3, 83, 91, 16, 92
2, 3, 89, 78, 16, 92
2, 3, 96, 90, 16, 92
2, 3, 92, 85, 16, 92
2, 3, 90, 83, 16, 92
2, 3, 97, 88, 16, 92
2, 3, 90, 87, 16, 92
2, 3, 96, 91, 16, 92
2, 3, 86, 71, 16, 92
2, 3, 94, 84, 16, 92
2, 3, 91, 80, 16, 92
2, 3, 93, 82, 16, 92
2, 3, 95, 91, 16, 92
2, 3, 86, 83, 16, 92
2, 3, 93, 85, 16, 92
2, 3, 93, 83, 16, 92
2, 3, 92, 86, 16, 92
2, 3, 93, 82, 16, 92
2, 3, 91, 84, 16, 92
2, 3, 87, 83, 16, 92
2, 3, 79, 81, 16, 92
2, 3, 97, 86, 16, 92
2, 3, 89, 83, 16, 92
2, 3, 94, 82, 16, 92
2, 3, 90, 86, 16, 92
2, 3, 93, 84, 16, 92
2, 3, 90, 88, 16, 92
2, 3, 93, 73, 16, 92
2, 3, 90, 77, 16, 92
2, 3, 94, 85, 16, 92
2, 3, 84, 68, 16, 92
2, 3, 96, 86, 16, 92
2, 3, 89, 75, 16, 92
2, 3, 94, 82, 16, 92
2, 3, 91, 80, 16, 92
2, 3, 97, 83, 16, 92
2, 3, 92, 69, 16, 92
2, 3, 85, 72, 16, 92
2, 3, 92, 69, 16, 92
2, 3, 98, 86, 16, 92
2, 3, 88, 77, 16, 92
2, 3, 93, 72, 16, 92
2, 3, 86, 64, 16, 92
2, 3, 83, 81, 16, 92
2, 3, 93, 85, 16, 92
2, 3, 95, 89, 16, 92
2, 3, 90, 83, 16, 92
2, 3, 97, 87, 16, 92
2, 3, 90, 89, 16, 92
2, 3, 93, 76, 16, 92
2, 3, 95, 88, 16, 92
2, 3, 95, 83, 16, 92
2, 3, 91, 68, 16, 92
2, 3, 94, 82, 16, 92
2, 3, 96, 70, 16, 92
2, 3, 96, 82, 16, 92
2, 3, 93, 77, 16, 92
2, 3, 86, 68, 16, 92
2, 3, 93, 83, 16, 92
2, 3, 94, 81, 16, 92
2, 3, 82, 84, 16, 92
2, 3, 93, 78, 16, 92
2, 3, 91, 77, 16, 92
2, 3, 93, 84, 16, 92
2, 3, 94, 102, 16, 92
2, 3, 91, 79, 16, 92
2, 3, 89, 83, 16, 92
2, 3, 91, 75, 16, 92
2, 3, 95, 82, 16, 92
2, 3, 88, 64, 16, 92
2, 3, 94, 85, 16, 92
2, 3, 96, 86, 16, 92
2, 3, 90, 71, 16, 92
2, 3, 94, 71, 16, 92
2, 3, 93, 81, 16, 92
2, 3, 93, 92, 16, 92
2, 3, 90, 87, 16, 92
2, 3, 86, 84, 16, 92
