from, to, dqf, range, status, distance
2, 3, 75, 61, 16, 82
2, 3, 76, 63, 16, 82
2, 3, 76, 67, 16, 82
2, 3, 92, 91, 16, 82
2, 3, 86, 90, 16, 82
2, 3, 86, 84, 16, 82
2, 3, 89, 94, 16, 82
2, 3, 94, 95, 16, 82
2, 3, 79, 75, 16, 82
2, 3, 79, 66, 16, 82
2, 3, 82, 92, 16, 82
2, 3, 88, 79, 16, 82
2, 3, 90, 93, 16, 82
2, 3, 85, 82, 16, 82
2, 3, 92, 94, 16, 82
2, 3, 81, 72, 16, 82
2, 3, 87, 81, 16, 82
2, 3, 82, 59, 16, 82
2, 3, 88, 79, 16, 82
2, 3, 94, 90, 16, 82
2, 3, 88, 86, 16, 82
2, 3, 85, 86, 16, 82
2, 3, 88, 94, 16, 82
2, 3, 93, 87, 16, 82
2, 3, 86, 81, 16, 82
2, 3, 87, 65, 16, 82
2, 3, 92, 87, 16, 82
2, 3, 88, 79, 16, 82
2, 3, 76, 71, 16, 82
2, 3, 91, 75, 16, 82
2, 3, 90, 81, 16, 82
2, 3, 93, 79, 16, 82
2, 3, 86, 76, 16, 82
2, 3, 71, 62, 16, 82
2, 3, 83, 69, 16, 82
2, 3, 67, 79, 16, 82
2, 3, 87, 76, 16, 82
2, 3, 97, 88, 16, 82
2, 3, 89, 81, 16, 82
2, 3, 91, 95, 16, 82
2, 3, 89, 91, 16, 82
2, 3, 89, 95, 16, 82
2, 3, 91, 91, 16, 82
2, 3, 86, 77, 16, 82
2, 3, 61, 62, 16, 82
2, 3, 88, 87, 16, 82
2, 3, 85, 94, 16, 82
2, 3, 86, 91, 16, 82
2, 3, 85, 79, 16, 82
2, 3, 77, 65, 16, 82
2, 3, 82, 64, 16, 82
2, 3, 92, 88, 16, 82
2, 3, 88, 77, 16, 82
2, 3, 96, 100, 16, 82
2, 3, 86, 79, 16, 82
2, 3, 98, 84, 16, 82
2, 3, 92, 83, 16, 82
2, 3, 85, 67, 16, 82
2, 3, 81, 79, 16, 82
2, 3, 79, 79, 16, 82
2, 3, 92, 78, 16, 82
2, 3, 88, 77, 16, 82
2, 3, 96, 88, 16, 82
2, 3, 94, 98, 16, 82
2, 3, 89, 91, 16, 82
2, 3, 89, 75, 16, 82
2, 3, 88, 73, 16, 82
2, 3, 92, 98, 16, 82
2, 3, 89, 86, 16, 82
2, 3, 85, 77, 16, 82
2, 3, 74, 77, 16, 82
2, 3, 87, 91, 16, 82
2, 3, 92, 90, 16, 82
2, 3, 90, 89, 16, 82
2, 3, 87, 88, 16, 82
2, 3, 91, 85, 16, 82
2, 3, 85, 75, 16, 82
2, 3, 77, 60, 16, 82
2, 3, 89, 76, 16, 82
2, 3, 94, 93, 16, 82
2, 3, 93, 95, 16, 82
