from, to, dqf, range, status, distance
2, 3, 78, 55, 16, 74
2, 3, 90, 75, 16, 74
2, 3, 73, 58, 16, 74
2, 3, 67, 39, 16, 74
2, 3, 78, 57, 16, 74
2, 3, 61, 42, 16, 74
2, 3, 64, 52, 16, 74
2, 3, 76, 48, 16, 74
2, 3, 64, 50, 16, 74
2, 3, 100, 44, 16, 74
2, 3, 71, 45, 16, 74
2, 3, 72, 61, 16, 74
2, 3, 100, 36, 16, 74
2, 3, 65, 38, 16, 74
2, 3, 60, 46, 16, 74
2, 3, 74, 56, 16, 74
2, 3, 70, 52, 16, 74
2, 3, 72, 56, 16, 74
2, 3, 58, 37, 16, 74
2, 3, 66, 44, 16, 74
2, 3, 82, 69, 16, 74
2, 3, 65, 43, 16, 74
2, 3, 62, 41, 16, 74
2, 3, 74, 64, 16, 74
2, 3, 63, 51, 16, 74
2, 3, 66, 49, 16, 74
2, 3, 89, 65, 16, 74
2, 3, 73, 60, 16, 74
2, 3, 64, 42, 16, 74
2, 3, 75, 54, 16, 74
2, 3, 100, 33, 16, 74
2, 3, 62, 37, 16, 74
2, 3, 66, 53, 16, 74
2, 3, 51, 40, 16, 74
2, 3, 60, 35, 16, 74
2, 3, 62, 57, 16, 74
2, 3, 68, 39, 16, 74
2, 3, 61, 42, 16, 74
2, 3, 90, 57, 16, 74
2, 3, 64, 45, 16, 74
2, 3, 56, 38, 16, 74
2, 3, 70, 29, 16, 74
2, 3, 75, 52, 16, 74
2, 3, 69, 54, 16, 74
2, 3, 62, 45, 16, 74
2, 3, 54, 36, 16, 74
2, 3, 68, 41, 16, 74
2, 3, 77, 63, 16, 74
2, 3, 59, 37, 16, 74
2, 3, 73, 48, 16, 74
2, 3, 57, 35, 16, 74
2, 3, 72, 54, 16, 74
2, 3, 71, 54, 16, 74
2, 3, 74, 49, 16, 74
2, 3, 60, 45, 16, 74
2, 3, 57, 46, 16, 74
2, 3, 78, 51, 16, 74
2, 3, 51, 33, 16, 74
2, 3, 71, 52, 16, 74
2, 3, 68, 46, 16, 74
2, 3, 100, 83, 16, 74
2, 3, 70, 35, 16, 74
2, 3, 100, 39, 16, 74
2, 3, 64, 48, 16, 74
2, 3, 100, 102, 16, 74
2, 3, 0, 66, 16, 74
2, 3, 100, 80, 16, 74
2, 3, 57, 34, 16, 74
2, 3, 63, 42, 16, 74
2, 3, 65, 45, 16, 74
2, 3, 60, 45, 16, 74
2, 3, 88, 44, 16, 74
2, 3, 66, 52, 16, 74
2, 3, 100, 85, 16, 74
2, 3, 54, 41, 16, 74
2, 3, 61, 54, 16, 74
2, 3, 62, 40, 16, 74
2, 3, 68, 45, 16, 74
2, 3, 61, 44, 16, 74
2, 3, 60, 39, 16, 74
2, 3, 70, 59, 16, 74
