from, to, dqf, range, status, distance
1, 2, 77, 122, 16, 150
1, 2, 94, 151, 16, 150
1, 2, 89, 131, 16, 150
1, 2, 88, 120, 16, 150
1, 2, 74, 87, 16, 150
1, 2, 83, 139, 16, 150
1, 2, 95, 140, 16, 150
1, 2, 89, 148, 16, 150
1, 2, 95, 158, 16, 150
1, 2, 88, 151, 16, 150
1, 2, 86, 150, 16, 150
1, 2, 71, 139, 16, 150
1, 2, 84, 137, 16, 150
1, 2, 96, 146, 16, 150
1, 2, 91, 125, 16, 150
1, 2, 81, 101, 16, 150
1, 2, 91, 151, 16, 150
1, 2, 96, 137, 16, 150
1, 2, 85, 141, 16, 150
1, 2, 77, 104, 16, 150
1, 2, 85, 143, 16, 150
1, 2, 89, 143, 16, 150
1, 2, 97, 149, 16, 150
1, 2, 92, 150, 16, 150
1, 2, 85, 123, 16, 150
1, 2, 96, 148, 16, 150
1, 2, 82, 111, 16, 150
1, 2, 95, 147, 16, 150
1, 2, 95, 156, 16, 150
1, 2, 74, 147, 16, 150
1, 2, 92, 145, 16, 150
1, 2, 97, 148, 16, 150
1, 2, 90, 151, 16, 150
1, 2, 96, 144, 16, 150
1, 2, 80, 144, 16, 150
1, 2, 64, 116, 16, 150
1, 2, 97, 147, 16, 150
1, 2, 93, 144, 16, 150
1, 2, 87, 109, 16, 150
1, 2, 79, 90, 16, 150
1, 2, 79, 96, 16, 150
1, 2, 83, 154, 16, 150
1, 2, 90, 128, 16, 150
1, 2, 87, 118, 16, 150
1, 2, 91, 137, 16, 150
1, 2, 96, 151, 16, 150
1, 2, 85, 121, 16, 150
1, 2, 100, 165, 16, 150
1, 2, 88, 106, 16, 150
1, 2, 98, 155, 16, 150
