from, to, dqf, range, status, distance
2, 3, 78, 101, 16, 100
2, 3, 68, 77, 16, 100
2, 3, 72, 87, 16, 100
2, 3, 60, 56, 16, 100
2, 3, 80, 94, 16, 100
2, 3, 78, 102, 16, 100
2, 3, 75, 75, 16, 100
2, 3, 64, 69, 16, 100
2, 3, 76, 84, 16, 100
2, 3, 80, 81, 16, 100
2, 3, 76, 61, 16, 100
2, 3, 0, 65535, 233, 100
2, 3, 62, 82, 16, 100
2, 3, 94, 92, 16, 100
2, 3, 71, 67, 16, 100
2, 3, 92, 95, 16, 100
2, 3, 54, 35, 16, 100
2, 3, 80, 70, 16, 100
2, 3, 84, 100, 16, 100
2, 3, 54, 43, 16, 100
2, 3, 79, 110, 16, 100
2, 3, 72, 65, 16, 100
2, 3, 64, 58, 16, 100
2, 3, 78, 76, 16, 100
2, 3, 76, 70, 16, 100
2, 3, 59, 83, 16, 100
2, 3, 91, 84, 16, 100
2, 3, 76, 70, 16, 100
2, 3, 79, 83, 16, 100
2, 3, 76, 71, 16, 100
2, 3, 68, 65, 16, 100
2, 3, 79, 95, 16, 100
2, 3, 69, 53, 16, 100
2, 3, 75, 71, 16, 100
2, 3, 71, 62, 16, 100
2, 3, 100, 110, 16, 100
2, 3, 91, 92, 16, 100
2, 3, 76, 74, 16, 100
2, 3, 93, 89, 16, 100
2, 3, 91, 86, 16, 100
2, 3, 56, 49, 16, 100
2, 3, 91, 86, 16, 100
2, 3, 82, 61, 16, 100
2, 3, 79, 80, 16, 100
2, 3, 84, 80, 16, 100
2, 3, 0, 75, 16, 100
2, 3, 0, 65535, 24, 100
2, 3, 0, 65535, 24, 100
2, 3, 70, 62, 16, 100
2, 3, 83, 70, 16, 100
2, 3, 79, 74, 16, 100
2, 3, 100, 68, 16, 100
2, 3, 95, 105, 16, 100
2, 3, 58, 51, 16, 100
2, 3, 66, 58, 16, 100
2, 3, 100, 127, 16, 100
2, 3, 61, 49, 16, 100
2, 3, 80, 71, 16, 100
2, 3, 84, 92, 16, 100
2, 3, 84, 80, 16, 100
2, 3, 61, 40, 16, 100
2, 3, 75, 76, 16, 100
2, 3, 82, 77, 16, 100
2, 3, 60, 57, 16, 100
2, 3, 100, 76, 16, 100
2, 3, 73, 71, 16, 100
2, 3, 83, 70, 16, 100
2, 3, 79, 57, 16, 100
2, 3, 86, 81, 16, 100
2, 3, 93, 89, 16, 100
2, 3, 66, 63, 16, 100
2, 3, 75, 67, 16, 100
2, 3, 0, 65535, 233, 100
2, 3, 66, 61, 16, 100
2, 3, 79, 62, 16, 100
2, 3, 64, 57, 16, 100
2, 3, 64, 58, 16, 100
2, 3, 0, 65535, 24, 100
2, 3, 67, 56, 16, 100
2, 3, 68, 71, 16, 100
2, 3, 70, 80, 16, 100
2, 3, 87, 87, 16, 100
2, 3, 81, 93, 16, 100
2, 3, 66, 63, 16, 100
2, 3, 78, 74, 16, 100
2, 3, 72, 76, 16, 100
2, 3, 74, 68, 16, 100
2, 3, 0, 65535, 24, 100
2, 3, 68, 64, 16, 100
2, 3, 70, 64, 16, 100
2, 3, 75, 73, 16, 100
2, 3, 100, 56, 16, 100
2, 3, 0, 65535, 233, 100
2, 3, 83, 70, 16, 100
2, 3, 91, 124, 16, 100
2, 3, 79, 55, 16, 100
2, 3, 77, 62, 16, 100
2, 3, 66, 59, 16, 100
2, 3, 74, 75, 16, 100
2, 3, 100, 68, 16, 100
2, 3, 100, 66, 16, 100
2, 3, 66, 84, 16, 100
2, 3, 79, 70, 16, 100
2, 3, 78, 87, 16, 100
2, 3, 74, 73, 16, 100
2, 3, 76, 86, 16, 100
2, 3, 80, 71, 16, 100
2, 3, 73, 68, 16, 100
2, 3, 74, 81, 16, 100
2, 3, 83, 83, 16, 100
2, 3, 85, 82, 16, 100
2, 3, 61, 51, 16, 100
2, 3, 67, 59, 16, 100
2, 3, 77, 71, 16, 100
2, 3, 75, 73, 16, 100
2, 3, 74, 64, 16, 100
2, 3, 77, 74, 16, 100
2, 3, 70, 72, 16, 100
2, 3, 80, 81, 16, 100
2, 3, 79, 59, 16, 100
2, 3, 68, 78, 16, 100
2, 3, 75, 82, 16, 100
2, 3, 76, 55, 16, 100
2, 3, 0, 0, 16, 100
2, 3, 100, 117, 16, 100
2, 3, 100, 44, 16, 100
2, 3, 83, 81, 16, 100
2, 3, 72, 71, 16, 100
2, 3, 58, 52, 16, 100
2, 3, 73, 73, 16, 100
2, 3, 72, 74, 16, 100
2, 3, 78, 68, 16, 100
2, 3, 74, 87, 16, 100
2, 3, 89, 86, 16, 100
2, 3, 100, 117, 16, 100
2, 3, 72, 53, 16, 100
2, 3, 77, 62, 16, 100
2, 3, 53, 46, 16, 100
2, 3, 67, 67, 16, 100
2, 3, 81, 78, 16, 100
2, 3, 80, 60, 16, 100
2, 3, 70, 59, 16, 100
2, 3, 78, 67, 16, 100
2, 3, 76, 81, 16, 100
2, 3, 100, 114, 16, 100
2, 3, 76, 76, 16, 100
2, 3, 56, 52, 16, 100
2, 3, 80, 77, 16, 100
2, 3, 74, 73, 16, 100
2, 3, 80, 77, 16, 100
2, 3, 74, 63, 16, 100
2, 3, 83, 73, 16, 100
2, 3, 66, 49, 16, 100
2, 3, 77, 69, 16, 100
2, 3, 56, 62, 16, 100
2, 3, 79, 63, 16, 100
2, 3, 88, 83, 16, 100
2, 3, 54, 58, 16, 100
2, 3, 82, 81, 16, 100
2, 3, 78, 97, 16, 100
2, 3, 69, 53, 16, 100
2, 3, 58, 54, 16, 100
2, 3, 78, 76, 16, 100
2, 3, 60, 64, 16, 100
2, 3, 54, 57, 16, 100
2, 3, 79, 80, 16, 100
2, 3, 78, 78, 16, 100
2, 3, 75, 89, 16, 100
2, 3, 70, 55, 16, 100
2, 3, 85, 71, 16, 100
2, 3, 75, 55, 16, 100
2, 3, 72, 58, 16, 100
2, 3, 79, 84, 16, 100
