from, to, dqf, range, status, distance
2, 3, 82, 175, 16, 166
2, 3, 80, 200, 16, 166
2, 3, 76, 190, 16, 166
2, 3, 80, 200, 16, 166
2, 3, 75, 189, 16, 166
2, 3, 74, 202, 16, 166
2, 3, 78, 172, 16, 166
2, 3, 78, 172, 16, 166
2, 3, 0, 65535, 24, 166
2, 3, 81, 226, 16, 166
2, 3, 72, 138, 16, 166
2, 3, 85, 226, 16, 166
2, 3, 77, 213, 16, 166
2, 3, 66, 163, 16, 166
2, 3, 81, 213, 16, 166
2, 3, 78, 200, 16, 166
2, 3, 72, 186, 16, 166
2, 3, 82, 215, 16, 166
2, 3, 75, 194, 16, 166
2, 3, 71, 141, 16, 166
2, 3, 68, 130, 16, 166
2, 3, 83, 204, 16, 166
2, 3, 80, 204, 16, 166
2, 3, 84, 183, 16, 166
2, 3, 76, 197, 16, 166
2, 3, 78, 190, 16, 166
2, 3, 74, 197, 16, 166
2, 3, 80, 213, 16, 166
2, 3, 77, 174, 16, 166
2, 3, 73, 194, 16, 166
2, 3, 68, 163, 16, 166
2, 3, 71, 174, 16, 166
2, 3, 68, 142, 16, 166
2, 3, 67, 202, 16, 166
2, 3, 68, 161, 16, 166
2, 3, 74, 196, 16, 166
2, 3, 78, 187, 16, 166
2, 3, 81, 187, 16, 166
2, 3, 64, 146, 16, 166
2, 3, 83, 193, 16, 166
2, 3, 78, 187, 16, 166
2, 3, 77, 195, 16, 166
2, 3, 83, 201, 16, 166
2, 3, 86, 219, 16, 166
2, 3, 64, 120, 16, 166
2, 3, 74, 202, 16, 166
2, 3, 81, 187, 16, 166
2, 3, 78, 194, 16, 166
2, 3, 77, 194, 16, 166
2, 3, 87, 211, 16, 166
2, 3, 75, 194, 16, 166
2, 3, 79, 186, 16, 166
2, 3, 69, 161, 16, 166
2, 3, 83, 228, 16, 166
2, 3, 68, 179, 16, 166
2, 3, 74, 199, 16, 166
2, 3, 85, 215, 16, 166
2, 3, 80, 205, 16, 166
2, 3, 80, 212, 16, 166
2, 3, 74, 179, 16, 166
2, 3, 77, 199, 16, 166
2, 3, 69, 151, 16, 166
2, 3, 85, 213, 16, 166
2, 3, 72, 143, 16, 166
2, 3, 75, 156, 16, 166
2, 3, 79, 204, 16, 166
2, 3, 75, 179, 16, 166
2, 3, 77, 197, 16, 166
2, 3, 76, 172, 16, 166
2, 3, 77, 212, 16, 166
2, 3, 69, 181, 16, 166
2, 3, 79, 185, 16, 166
2, 3, 85, 246, 16, 166
2, 3, 78, 198, 16, 166
2, 3, 82, 199, 16, 166
2, 3, 80, 180, 16, 166
2, 3, 86, 251, 16, 166
