from, to, dqf, range
2, 1, 77, 70
2, 1, 88, 88
2, 1, 81, 75
2, 1, 85, 73
2, 1, 76, 61
2, 1, 94, 102
2, 1, 79, 65
2, 1, 72, 68
2, 1, 71, 73
2, 1, 64, 54
2, 1, 73, 57
2, 1, 81, 81
2, 1, 83, 74
2, 1, 80, 69
2, 1, 65, 54
2, 1, 85, 81
2, 1, 80, 73
2, 1, 76, 53
2, 1, 73, 52
2, 1, 71, 70
2, 1, 72, 59
2, 1, 85, 84
2, 1, 89, 83
2, 1, 81, 68
2, 1, 77, 55
2, 1, 82, 75
2, 1, 78, 68
2, 1, 66, 57
2, 1, 84, 81
2, 1, 71, 70
2, 1, 72, 62
2, 1, 69, 48
2, 1, 100, 42
2, 1, 84, 77
2, 1, 84, 78
2, 1, 74, 51
2, 1, 83, 85
2, 1, 71, 65
2, 1, 78, 62
2, 1, 75, 50
2, 1, 70, 54
2, 1, 83, 75
2, 1, 61, 54
2, 1, 81, 74
2, 1, 76, 68
2, 1, 68, 57
2, 1, 100, 76
2, 1, 82, 79
2, 1, 74, 72
2, 1, 72, 66
2, 1, 77, 77
2, 1, 91, 101
2, 1, 79, 89
2, 1, 70, 54
2, 1, 70, 57
2, 1, 75, 67
2, 1, 79, 62
2, 1, 88, 107
2, 1, 80, 72
2, 1, 77, 58
2, 1, 96, 105
2, 1, 82, 106
2, 1, 77, 58
2, 1, 85, 86
2, 1, 74, 85
2, 1, 78, 70
2, 1, 86, 79
2, 1, 81, 79
2, 1, 72, 53
2, 1, 70, 66
2, 1, 80, 69
2, 1, 83, 72
2, 1, 77, 74
2, 1, 81, 69
2, 1, 70, 78
2, 1, 78, 74
2, 1, 81, 76
2, 1, 71, 75
2, 1, 90, 88
2, 1, 84, 71
2, 1, 98, 105
2, 1, 80, 83
2, 1, 73, 57
2, 1, 81, 72
2, 1, 82, 72
2, 1, 85, 82
2, 1, 84, 84
2, 1, 80, 72
2, 1, 91, 117
2, 1, 90, 87
2, 1, 75, 55
2, 1, 96, 103
2, 1, 79, 59
2, 1, 74, 70
2, 1, 75, 70
2, 1, 72, 60
2, 1, 96, 98
2, 1, 77, 78
2, 1, 71, 69
2, 1, 82, 74
2, 1, 85, 88
2, 1, 92, 107
2, 1, 79, 72
2, 1, 69, 74
2, 1, 100, 116
2, 1, 87, 81
2, 1, 85, 78
2, 1, 80, 83
2, 1, 85, 76
2, 1, 66, 61
2, 1, 65, 53
2, 1, 64, 56
2, 1, 78, 69
2, 1, 76, 52
2, 1, 78, 59
2, 1, 69, 60
2, 1, 78, 61
2, 1, 78, 61
2, 1, 84, 66
2, 1, 74, 77
2, 1, 63, 62
2, 1, 83, 70
2, 1, 82, 65
2, 1, 74, 107
2, 1, 77, 66
2, 1, 75, 67
2, 1, 84, 79
2, 1, 76, 66
2, 1, 77, 84
2, 1, 81, 77
2, 1, 75, 65
2, 1, 74, 70
2, 1, 83, 81
2, 1, 82, 104
2, 1, 77, 67
2, 1, 88, 80
2, 1, 86, 81
2, 1, 81, 83
2, 1, 81, 72
2, 1, 69, 50
2, 1, 73, 67
2, 1, 76, 69
2, 1, 76, 79
2, 1, 73, 55
2, 1, 71, 53
2, 1, 68, 52
2, 1, 82, 81
2, 1, 84, 72
2, 1, 76, 69
2, 1, 84, 83
2, 1, 76, 67
2, 1, 78, 75
2, 1, 78, 83
2, 1, 79, 92
2, 1, 73, 58
2, 1, 78, 72
2, 1, 83, 71
2, 1, 87, 85
2, 1, 64, 48
2, 1, 77, 56
2, 1, 69, 64
2, 1, 78, 74
2, 1, 70, 49
2, 1, 75, 73
2, 1, 77, 76
2, 1, 66, 53
2, 1, 82, 69
2, 1, 83, 87
2, 1, 83, 68
2, 1, 100, 45
2, 1, 84, 83
2, 1, 86, 88
2, 1, 70, 55
2, 1, 58, 42
2, 1, 79, 67
2, 1, 79, 66
2, 1, 80, 77
2, 1, 87, 85
2, 1, 78, 67
2, 1, 84, 78
2, 1, 80, 68
2, 1, 75, 67
2, 1, 78, 83
2, 1, 81, 79
2, 1, 69, 50
2, 1, 79, 59
2, 1, 86, 90
2, 1, 76, 64
2, 1, 81, 63
2, 1, 73, 61
2, 1, 73, 72
2, 1, 100, 36
2, 1, 85, 72
2, 1, 76, 69
2, 1, 84, 71
2, 1, 68, 64
2, 1, 78, 79
2, 1, 73, 68
2, 1, 82, 83
2, 1, 80, 70
