from, to, dqf, range, status, distance
2, 3, 97, 208, 16, 180
2, 3, 100, 226, 16, 180
2, 3, 86, 257, 16, 180
2, 3, 85, 277, 16, 180
2, 3, 81, 216, 16, 180
2, 3, 81, 243, 16, 180
2, 3, 82, 259, 16, 180
2, 3, 84, 241, 16, 180
2, 3, 83, 252, 16, 180
2, 3, 81, 228, 16, 180
2, 3, 90, 244, 16, 180
2, 3, 88, 234, 16, 180
2, 3, 79, 239, 16, 180
2, 3, 83, 226, 16, 180
2, 3, 83, 246, 16, 180
2, 3, 80, 237, 16, 180
2, 3, 84, 236, 16, 180
2, 3, 92, 254, 16, 180
2, 3, 86, 236, 16, 180
2, 3, 82, 239, 16, 180
2, 3, 78, 208, 16, 180
2, 3, 84, 249, 16, 180
2, 3, 86, 247, 16, 180
2, 3, 79, 218, 16, 180
2, 3, 84, 252, 16, 180
2, 3, 84, 251, 16, 180
2, 3, 78, 198, 16, 180
2, 3, 87, 244, 16, 180
2, 3, 84, 236, 16, 180
2, 3, 80, 213, 16, 180
2, 3, 85, 246, 16, 180
2, 3, 87, 259, 16, 180
2, 3, 85, 229, 16, 180
2, 3, 82, 231, 16, 180
2, 3, 84, 229, 16, 180
2, 3, 83, 244, 16, 180
2, 3, 85, 247, 16, 180
2, 3, 89, 249, 16, 180
2, 3, 77, 224, 16, 180
2, 3, 86, 252, 16, 180
2, 3, 85, 264, 16, 180
2, 3, 87, 247, 16, 180
2, 3, 89, 244, 16, 180
2, 3, 86, 241, 16, 180
2, 3, 89, 244, 16, 180
2, 3, 87, 254, 16, 180
2, 3, 81, 231, 16, 180
2, 3, 82, 221, 16, 180
2, 3, 84, 224, 16, 180
2, 3, 85, 239, 16, 180
2, 3, 76, 206, 16, 180
2, 3, 89, 247, 16, 180
2, 3, 83, 229, 16, 180
2, 3, 89, 224, 16, 180
2, 3, 82, 236, 16, 180
2, 3, 84, 231, 16, 180
2, 3, 86, 229, 16, 180
2, 3, 76, 216, 16, 180
2, 3, 80, 203, 16, 180
2, 3, 100, 206, 16, 180
2, 3, 81, 213, 16, 180
2, 3, 77, 213, 16, 180
2, 3, 85, 236, 16, 180
2, 3, 79, 221, 16, 180
2, 3, 76, 198, 16, 180
2, 3, 84, 231, 16, 180
2, 3, 100, 213, 16, 180
2, 3, 82, 224, 16, 180
2, 3, 80, 211, 16, 180
2, 3, 88, 229, 16, 180
2, 3, 79, 211, 16, 180
2, 3, 75, 213, 16, 180
2, 3, 76, 211, 16, 180
2, 3, 82, 221, 16, 180
2, 3, 82, 218, 16, 180
2, 3, 87, 249, 16, 180
2, 3, 81, 221, 16, 180
2, 3, 83, 241, 16, 180
2, 3, 84, 236, 16, 180
2, 3, 83, 221, 16, 180
2, 3, 85, 243, 16, 180
2, 3, 82, 243, 16, 180
2, 3, 73, 185, 16, 180
2, 3, 82, 226, 16, 180
2, 3, 79, 203, 16, 180
2, 3, 70, 146, 16, 180
2, 3, 81, 228, 16, 180
2, 3, 82, 239, 16, 180
2, 3, 79, 218, 16, 180
2, 3, 84, 229, 16, 180
2, 3, 83, 241, 16, 180
2, 3, 77, 231, 16, 180
2, 3, 76, 212, 16, 180
2, 3, 79, 218, 16, 180
2, 3, 81, 222, 16, 180
2, 3, 78, 203, 16, 180
2, 3, 85, 249, 16, 180
2, 3, 79, 218, 16, 180
2, 3, 82, 226, 16, 180
2, 3, 81, 231, 16, 180
2, 3, 100, 198, 16, 180
2, 3, 81, 226, 16, 180
2, 3, 84, 234, 16, 180
2, 3, 85, 221, 16, 180
2, 3, 81, 213, 16, 180
2, 3, 72, 230, 16, 180
2, 3, 79, 224, 16, 180
2, 3, 83, 224, 16, 180
2, 3, 85, 236, 16, 180
2, 3, 78, 213, 16, 180
2, 3, 77, 208, 16, 180
2, 3, 80, 224, 16, 180
2, 3, 80, 224, 16, 180
2, 3, 85, 239, 16, 180
2, 3, 82, 241, 16, 180
2, 3, 79, 231, 16, 180
2, 3, 84, 229, 16, 180
2, 3, 74, 208, 16, 180
2, 3, 84, 239, 16, 180
2, 3, 88, 249, 16, 180
2, 3, 79, 213, 16, 180
2, 3, 82, 236, 16, 180
2, 3, 80, 226, 16, 180
2, 3, 84, 239, 16, 180
2, 3, 87, 234, 16, 180
2, 3, 85, 247, 16, 180
2, 3, 74, 201, 16, 180
