from, to, dqf, range, status, distance
2, 1, 76, 69, 16, 100
2, 1, 71, 85, 16, 100
2, 1, 86, 102, 16, 100
2, 1, 64, 62, 16, 100
2, 1, 80, 82, 16, 100
2, 1, 71, 71, 16, 100
2, 1, 86, 94, 16, 100
2, 1, 93, 105, 16, 100
2, 1, 76, 57, 16, 100
2, 1, 90, 117, 16, 100
2, 1, 87, 91, 16, 100
2, 1, 88, 116, 16, 100
2, 1, 79, 144, 16, 100
2, 1, 77, 65, 16, 100
2, 1, 90, 105, 16, 100
2, 1, 91, 113, 16, 100
2, 1, 71, 67, 16, 100
2, 1, 69, 71, 16, 100
2, 1, 93, 113, 16, 100
2, 1, 54, 49, 16, 100
2, 1, 88, 83, 16, 100
2, 1, 90, 108, 16, 100
2, 1, 75, 103, 16, 100
2, 1, 90, 90, 16, 100
2, 1, 67, 63, 16, 100
2, 1, 71, 93, 16, 100
2, 1, 94, 119, 16, 100
2, 1, 86, 91, 16, 100
2, 1, 87, 79, 16, 100
2, 1, 90, 110, 16, 100
2, 1, 85, 114, 16, 100
2, 1, 79, 74, 16, 100
2, 1, 94, 107, 16, 100
2, 1, 98, 114, 16, 100
2, 1, 86, 123, 16, 100
2, 1, 79, 88, 16, 100
2, 1, 91, 83, 16, 100
2, 1, 96, 98, 16, 100
2, 1, 100, 66, 16, 100
2, 1, 85, 84, 16, 100
2, 1, 93, 99, 16, 100
2, 1, 81, 89, 16, 100
2, 1, 90, 103, 16, 100
2, 1, 73, 77, 16, 100
2, 1, 85, 108, 16, 100
2, 1, 94, 108, 16, 100
2, 1, 73, 67, 16, 100
2, 1, 77, 71, 16, 100
2, 1, 95, 96, 16, 100
2, 1, 80, 92, 16, 100
2, 1, 71, 67, 16, 100
2, 1, 76, 66, 16, 100
2, 1, 93, 105, 16, 100
2, 1, 84, 80, 16, 100
2, 1, 88, 90, 16, 100
2, 1, 90, 96, 16, 100
2, 1, 94, 119, 16, 100
2, 1, 90, 122, 16, 100
2, 1, 94, 116, 16, 100
2, 1, 100, 110, 16, 100
2, 1, 85, 74, 16, 100
2, 1, 96, 86, 16, 100
2, 1, 90, 106, 16, 100
2, 1, 88, 90, 16, 100
2, 1, 70, 55, 16, 100
2, 1, 87, 105, 16, 100
2, 1, 86, 109, 16, 100
2, 1, 72, 83, 16, 100
2, 1, 79, 81, 16, 100
2, 1, 80, 85, 16, 100
2, 1, 77, 73, 16, 100
2, 1, 78, 58, 16, 100
2, 1, 93, 78, 16, 100
2, 1, 85, 95, 16, 100
2, 1, 100, 77, 16, 100
2, 1, 67, 71, 16, 100
2, 1, 77, 62, 16, 100
2, 1, 100, 75, 16, 100
2, 1, 84, 112, 16, 100
2, 1, 72, 76, 16, 100
2, 1, 100, 73, 16, 100
2, 1, 76, 59, 16, 100
2, 1, 91, 70, 16, 100
2, 1, 87, 62, 16, 100
2, 1, 100, 52, 16, 100
2, 1, 88, 84, 16, 100
2, 1, 86, 96, 16, 100
2, 1, 75, 54, 16, 100
2, 1, 88, 103, 16, 100
2, 1, 77, 50, 16, 100
2, 1, 92, 89, 16, 100
2, 1, 90, 80, 16, 100
2, 1, 69, 82, 16, 100
2, 1, 74, 71, 16, 100
2, 1, 89, 92, 16, 100
2, 1, 91, 104, 16, 100
2, 1, 93, 90, 16, 100
2, 1, 81, 70, 16, 100
2, 1, 80, 68, 16, 100
2, 1, 95, 113, 16, 100
2, 1, 93, 111, 16, 100
2, 1, 72, 55, 16, 100
2, 1, 91, 61, 16, 100
2, 1, 90, 98, 16, 100
2, 1, 83, 97, 16, 100
2, 1, 86, 80, 16, 100
2, 1, 73, 67, 16, 100
