from, to, dqf, range
2, 1, 79, 38
2, 1, 0, 31
2, 1, 79, 28
2, 1, 100, 24
2, 1, 0, 21
2, 1, 0, 21
2, 1, 70, 22
2, 1, 0, 22
2, 1, 0, 19
2, 1, 0, 22
2, 1, 0, 27
2, 1, 64, 21
2, 1, 0, 27
2, 1, 92, 29
2, 1, 100, 16
2, 1, 68, 23
2, 1, 62, 17
2, 1, 91, 47
2, 1, 100, 16
2, 1, 75, 29
2, 1, 89, 37
2, 1, 67, 23
2, 1, 72, 24
2, 1, 82, 29
2, 1, 72, 26
2, 1, 90, 25
2, 1, 100, 33
2, 1, 0, 23
2, 1, 100, 39
2, 1, 90, 15
2, 1, 100, 16
2, 1, 0, 21
2, 1, 100, 25
2, 1, 0, 19
2, 1, 0, 17
2, 1, 0, 27
2, 1, 0, 18
2, 1, 72, 24
2, 1, 0, 19
2, 1, 75, 17
2, 1, 0, 26
2, 1, 0, 21
2, 1, 75, 27
2, 1, 100, 16
2, 1, 0, 26
2, 1, 0, 25
2, 1, 0, 23
2, 1, 0, 27
2, 1, 0, 26
2, 1, 0, 21
2, 1, 68, 21
2, 1, 0, 21
2, 1, 0, 19
2, 1, 0, 19
2, 1, 0, 19
2, 1, 0, 20
2, 1, 0, 24
2, 1, 0, 19
2, 1, 0, 27
2, 1, 0, 22
2, 1, 0, 24
2, 1, 0, 26
2, 1, 0, 5
2, 1, 0, 21
2, 1, 0, 25
2, 1, 0, 24
2, 1, 0, 25
2, 1, 100, 34
2, 1, 0, 23
2, 1, 0, 15
2, 1, 75, 17
2, 1, 0, 21
2, 1, 77, 19
2, 1, 66, 26
2, 1, 0, 22
2, 1, 100, 24
2, 1, 100, 35
2, 1, 69, 25
2, 1, 100, 33
2, 1, 0, 18
2, 1, 100, 33
2, 1, 0, 21
2, 1, 100, 25
2, 1, 0, 22
2, 1, 0, 19
2, 1, 100, 26
2, 1, 0, 25
2, 1, 69, 22
2, 1, 100, 33
2, 1, 0, 29
2, 1, 0, 15
2, 1, 100, 27
2, 1, 100, 13
2, 1, 0, 27
2, 1, 0, 22
2, 1, 90, 25
2, 1, 72, 23
2, 1, 84, 29
2, 1, 0, 23
2, 1, 100, 39
2, 1, 100, 26
2, 1, 100, 30
2, 1, 0, 19
2, 1, 0, 24
2, 1, 0, 25
2, 1, 0, 22
2, 1, 100, 25
2, 1, 0, 24
2, 1, 0, 21
2, 1, 73, 19
2, 1, 0, 18
2, 1, 0, 19
2, 1, 0, 18
2, 1, 0, 20
2, 1, 0, 19
2, 1, 0, 17
2, 1, 0, 17
2, 1, 100, 14
2, 1, 100, 25
2, 1, 89, 21
2, 1, 100, 33
2, 1, 0, 17
2, 1, 0, 26
2, 1, 0, 12
2, 1, 100, 24
2, 1, 0, 24
2, 1, 100, 32
2, 1, 94, 27
2, 1, 85, 21
2, 1, 68, 21
2, 1, 0, 21
2, 1, 0, 20
2, 1, 66, 16
2, 1, 0, 18
2, 1, 97, 18
2, 1, 100, 14
2, 1, 0, 16
2, 1, 100, 25
2, 1, 96, 25
2, 1, 0, 22
2, 1, 0, 19
2, 1, 0, 20
2, 1, 0, 16
2, 1, 100, 35
2, 1, 0, 23
2, 1, 100, 16
2, 1, 100, 32
2, 1, 59, 15
2, 1, 100, 11
2, 1, 100, 26
2, 1, 100, 14
2, 1, 83, 30
2, 1, 100, 16
2, 1, 0, 22
2, 1, 100, 32
2, 1, 0, 21
2, 1, 100, 24
2, 1, 100, 26
2, 1, 56, 16
2, 1, 0, 19
2, 1, 0, 30
2, 1, 100, 24
2, 1, 75, 24
2, 1, 90, 26
2, 1, 92, 20
2, 1, 66, 22
2, 1, 65, 18
2, 1, 100, 33
2, 1, 100, 16
2, 1, 100, 25
2, 1, 100, 32
2, 1, 89, 24
2, 1, 85, 14
2, 1, 100, 23
2, 1, 100, 20
2, 1, 100, 14
2, 1, 100, 21
2, 1, 0, 19
2, 1, 0, 22
2, 1, 100, 29
2, 1, 100, 24
2, 1, 100, 19
2, 1, 0, 20
2, 1, 100, 20
2, 1, 0, 17
2, 1, 100, 26
2, 1, 0, 19
2, 1, 0, 22
2, 1, 100, 23
2, 1, 0, 21
2, 1, 0, 20
2, 1, 100, 23
2, 1, 0, 11
2, 1, 100, 27
2, 1, 0, 16
2, 1, 0, 20
2, 1, 0, 17
2, 1, 100, 22
2, 1, 0, 21
2, 1, 0, 20
