from, to, dqf, range, status, distance
2, 3, 73, 91, 16, 131
2, 3, 99, 175, 16, 131
2, 3, 97, 178, 16, 131
2, 3, 82, 135, 16, 131
2, 3, 87, 171, 16, 131
2, 3, 89, 188, 16, 131
2, 3, 75, 121, 16, 131
2, 3, 85, 158, 16, 131
2, 3, 80, 137, 16, 131
2, 3, 98, 173, 16, 131
2, 3, 76, 130, 16, 131
2, 3, 78, 121, 16, 131
2, 3, 90, 177, 16, 131
2, 3, 86, 132, 16, 131
2, 3, 80, 126, 16, 131
2, 3, 73, 103, 16, 131
2, 3, 79, 109, 16, 131
2, 3, 92, 181, 16, 131
2, 3, 72, 85, 16, 131
2, 3, 77, 93, 16, 131
2, 3, 76, 111, 16, 131
2, 3, 77, 93, 16, 131
2, 3, 71, 91, 16, 131
2, 3, 76, 98, 16, 131
2, 3, 75, 93, 16, 131
2, 3, 79, 107, 16, 131
2, 3, 84, 167, 16, 131
2, 3, 88, 155, 16, 131
2, 3, 79, 124, 16, 131
2, 3, 82, 117, 16, 131
2, 3, 74, 116, 16, 131
2, 3, 83, 145, 16, 131
2, 3, 88, 181, 16, 131
2, 3, 77, 126, 16, 131
2, 3, 78, 90, 16, 131
2, 3, 74, 91, 16, 131
2, 3, 94, 162, 16, 131
2, 3, 82, 100, 16, 131
2, 3, 75, 85, 16, 131
2, 3, 74, 91, 16, 131
2, 3, 76, 106, 16, 131
2, 3, 86, 173, 16, 131
2, 3, 84, 163, 16, 131
2, 3, 69, 88, 16, 131
2, 3, 75, 98, 16, 131
2, 3, 85, 175, 16, 131
2, 3, 83, 150, 16, 131
2, 3, 80, 144, 16, 131
2, 3, 73, 93, 16, 131
2, 3, 83, 140, 16, 131
2, 3, 90, 178, 16, 131
2, 3, 86, 165, 16, 131
2, 3, 79, 109, 16, 131
2, 3, 86, 137, 16, 131
2, 3, 65, 85, 16, 131
2, 3, 75, 124, 16, 131
2, 3, 80, 100, 16, 131
2, 3, 99, 168, 16, 131
2, 3, 76, 111, 16, 131
2, 3, 84, 153, 16, 131
2, 3, 80, 107, 16, 131
2, 3, 78, 99, 16, 131
2, 3, 75, 103, 16, 131
2, 3, 76, 101, 16, 131
2, 3, 85, 171, 16, 131
2, 3, 81, 107, 16, 131
2, 3, 72, 111, 16, 131
2, 3, 76, 101, 16, 131
2, 3, 80, 114, 16, 131
2, 3, 80, 92, 16, 131
2, 3, 72, 90, 16, 131
2, 3, 79, 142, 16, 131
2, 3, 73, 91, 16, 131
2, 3, 85, 126, 16, 131
2, 3, 78, 104, 16, 131
2, 3, 82, 152, 16, 131
2, 3, 72, 96, 16, 131
2, 3, 80, 122, 16, 131
2, 3, 90, 162, 16, 131
2, 3, 84, 121, 16, 131
2, 3, 88, 171, 16, 131
2, 3, 70, 113, 16, 131
2, 3, 74, 93, 16, 131
2, 3, 70, 107, 16, 131
2, 3, 86, 165, 16, 131
2, 3, 80, 104, 16, 131
2, 3, 70, 87, 16, 131
2, 3, 75, 106, 16, 131
2, 3, 75, 134, 16, 131
