from, to, dqf, range, status, distance
2, 3, 0, 97, 16, 20
2, 3, 100, 72, 16, 20
2, 3, 100, 60, 16, 20
2, 3, 0, 21, 16, 20
2, 3, 0, 322, 16, 20
2, 3, 100, 63, 16, 20
2, 3, 100, 25, 16, 20
2, 3, 96, 66, 16, 20
2, 3, 0, 29, 16, 20
2, 3, 67, 34, 16, 20
2, 3, 100, 41, 16, 20
2, 3, 90, 41, 16, 20
2, 3, 0, 31, 16, 20
2, 3, 73, 24, 16, 20
2, 3, 100, 26, 16, 20
2, 3, 100, 46, 16, 20
2, 3, 84, 45, 16, 20
2, 3, 97, 38, 16, 20
2, 3, 92, 32, 16, 20
2, 3, 82, 42, 16, 20
2, 3, 83, 38, 16, 20
2, 3, 100, 50, 16, 20
2, 3, 61, 23, 16, 20
2, 3, 64, 27, 16, 20
2, 3, 88, 56, 16, 20
2, 3, 88, 45, 16, 20
2, 3, 65, 30, 16, 20
2, 3, 73, 33, 16, 20
2, 3, 100, 31, 16, 20
2, 3, 94, 44, 16, 20
2, 3, 78, 35, 16, 20
2, 3, 66, 38, 16, 20
2, 3, 61, 32, 16, 20
2, 3, 0, 294, 16, 20
2, 3, 100, 25, 16, 20
2, 3, 100, 52, 16, 20
2, 3, 84, 35, 16, 20
2, 3, 83, 37, 16, 20
2, 3, 97, 50, 16, 20
2, 3, 0, 303, 16, 20
2, 3, 100, 34, 16, 20
2, 3, 0, 42, 16, 20
2, 3, 72, 23, 16, 20
2, 3, 0, 46, 16, 20
2, 3, 100, 40, 16, 20
2, 3, 74, 35, 16, 20
2, 3, 95, 48, 16, 20
2, 3, 0, 25, 16, 20
2, 3, 71, 41, 16, 20
2, 3, 70, 21, 16, 20
2, 3, 80, 34, 16, 20
2, 3, 62, 30, 16, 20
2, 3, 77, 40, 16, 20
2, 3, 73, 24, 16, 20
2, 3, 78, 24, 16, 20
2, 3, 64, 28, 16, 20
2, 3, 83, 44, 16, 20
2, 3, 100, 34, 16, 20
2, 3, 93, 34, 16, 20
2, 3, 90, 36, 16, 20
2, 3, 98, 52, 16, 20
2, 3, 55, 22, 16, 20
2, 3, 72, 27, 16, 20
2, 3, 0, 324, 16, 20
2, 3, 84, 32, 16, 20
2, 3, 68, 41, 16, 20
2, 3, 88, 53, 16, 20
2, 3, 88, 25, 16, 20
2, 3, 96, 31, 16, 20
2, 3, 73, 31, 16, 20
2, 3, 100, 28, 16, 20
2, 3, 0, 329, 16, 20
2, 3, 85, 26, 16, 20
2, 3, 84, 38, 16, 20
2, 3, 100, 14, 16, 20
2, 3, 100, 26, 16, 20
2, 3, 80, 28, 16, 20
2, 3, 77, 27, 16, 20
2, 3, 91, 30, 16, 20
2, 3, 79, 41, 16, 20
2, 3, 75, 38, 16, 20
2, 3, 72, 28, 16, 20
2, 3, 84, 31, 16, 20
2, 3, 94, 46, 16, 20
2, 3, 86, 47, 16, 20
2, 3, 80, 27, 16, 20
2, 3, 76, 31, 16, 20
2, 3, 94, 43, 16, 20
2, 3, 0, 51, 16, 20
2, 3, 93, 38, 16, 20
2, 3, 87, 50, 16, 20
2, 3, 100, 20, 16, 20
2, 3, 98, 35, 16, 20
2, 3, 97, 52, 16, 20
2, 3, 80, 37, 16, 20
2, 3, 78, 44, 16, 20
2, 3, 75, 37, 16, 20
2, 3, 88, 48, 16, 20
2, 3, 86, 43, 16, 20
2, 3, 90, 36, 16, 20
2, 3, 73, 30, 16, 20
2, 3, 100, 40, 16, 20
2, 3, 100, 39, 16, 20
2, 3, 81, 32, 16, 20
2, 3, 83, 53, 16, 20
2, 3, 86, 34, 16, 20
2, 3, 76, 32, 16, 20
2, 3, 73, 25, 16, 20
2, 3, 73, 25, 16, 20
2, 3, 100, 37, 16, 20
2, 3, 80, 35, 16, 20
2, 3, 100, 25, 16, 20
2, 3, 0, 45, 16, 20
2, 3, 100, 46, 16, 20
2, 3, 0, 29, 16, 20
2, 3, 87, 50, 16, 20
2, 3, 100, 18, 16, 20
2, 3, 80, 42, 16, 20
2, 3, 92, 32, 16, 20
2, 3, 100, 39, 16, 20
2, 3, 69, 21, 16, 20
2, 3, 81, 47, 16, 20
2, 3, 77, 30, 16, 20
2, 3, 58, 24, 16, 20
2, 3, 82, 23, 16, 20
2, 3, 100, 22, 16, 20
2, 3, 100, 22, 16, 20
2, 3, 84, 26, 16, 20
2, 3, 63, 26, 16, 20
2, 3, 93, 37, 16, 20
2, 3, 90, 29, 16, 20
2, 3, 0, 28, 16, 20
2, 3, 69, 31, 16, 20
2, 3, 76, 57, 16, 20
2, 3, 77, 32, 16, 20
2, 3, 87, 36, 16, 20
2, 3, 84, 30, 16, 20
2, 3, 71, 41, 16, 20
2, 3, 100, 44, 16, 20
2, 3, 72, 31, 16, 20
2, 3, 86, 55, 16, 20
2, 3, 86, 38, 16, 20
2, 3, 96, 49, 16, 20
2, 3, 60, 28, 16, 20
2, 3, 100, 18, 16, 20
2, 3, 100, 24, 16, 20
2, 3, 94, 60, 16, 20
2, 3, 73, 29, 16, 20
2, 3, 88, 45, 16, 20
2, 3, 82, 34, 16, 20
2, 3, 80, 49, 16, 20
2, 3, 86, 26, 16, 20
2, 3, 93, 59, 16, 20
2, 3, 90, 44, 16, 20
2, 3, 71, 24, 16, 20
2, 3, 85, 51, 16, 20
2, 3, 77, 36, 16, 20
2, 3, 69, 29, 16, 20
2, 3, 74, 34, 16, 20
2, 3, 0, 308, 16, 20
2, 3, 68, 20, 16, 20
2, 3, 100, 46, 16, 20
2, 3, 62, 33, 16, 20
2, 3, 100, 23, 16, 20
2, 3, 82, 41, 16, 20
2, 3, 0, 331, 16, 20
2, 3, 86, 29, 16, 20
2, 3, 100, 32, 16, 20
2, 3, 96, 27, 16, 20
2, 3, 100, 57, 16, 20
2, 3, 86, 42, 16, 20
2, 3, 75, 50, 16, 20
2, 3, 77, 25, 16, 20
2, 3, 97, 41, 16, 20
2, 3, 0, 41, 16, 20
2, 3, 90, 35, 16, 20
2, 3, 81, 32, 16, 20
2, 3, 100, 29, 16, 20
2, 3, 62, 32, 16, 20
2, 3, 84, 47, 16, 20
2, 3, 84, 32, 16, 20
2, 3, 97, 44, 16, 20
2, 3, 75, 46, 16, 20
2, 3, 75, 37, 16, 20
2, 3, 79, 46, 16, 20
2, 3, 78, 33, 16, 20
2, 3, 100, 34, 16, 20
2, 3, 89, 35, 16, 20
2, 3, 86, 33, 16, 20
2, 3, 93, 33, 16, 20
2, 3, 100, 48, 16, 20
2, 3, 100, 34, 16, 20
2, 3, 93, 38, 16, 20
2, 3, 89, 59, 16, 20
2, 3, 77, 43, 16, 20
2, 3, 66, 27, 16, 20
2, 3, 100, 56, 16, 20
2, 3, 86, 21, 16, 20
2, 3, 77, 34, 16, 20
2, 3, 75, 27, 16, 20
2, 3, 94, 49, 16, 20
2, 3, 82, 41, 16, 20
2, 3, 66, 29, 16, 20
2, 3, 74, 35, 16, 20
2, 3, 91, 58, 16, 20
2, 3, 79, 24, 16, 20
2, 3, 98, 36, 16, 20
2, 3, 87, 35, 16, 20
2, 3, 63, 25, 16, 20
2, 3, 88, 38, 16, 20
2, 3, 100, 42, 16, 20
2, 3, 0, 32, 16, 20
2, 3, 69, 29, 16, 20
2, 3, 83, 54, 16, 20
2, 3, 100, 59, 16, 20
2, 3, 69, 41, 16, 20
2, 3, 66, 25, 16, 20
2, 3, 82, 33, 16, 20
2, 3, 94, 29, 16, 20
2, 3, 64, 33, 16, 20
