from, to, dqf, range, status, distance
2, 3, 81, 59, 16, 50
2, 3, 86, 71, 16, 50
2, 3, 92, 63, 16, 50
2, 3, 82, 67, 16, 50
2, 3, 78, 51, 16, 50
2, 3, 95, 62, 16, 50
2, 3, 91, 60, 16, 50
2, 3, 85, 61, 16, 50
2, 3, 93, 62, 16, 50
2, 3, 93, 62, 16, 50
2, 3, 88, 58, 16, 50
2, 3, 71, 38, 16, 50
2, 3, 81, 46, 16, 50
2, 3, 91, 65, 16, 50
2, 3, 89, 73, 16, 50
2, 3, 74, 85, 16, 50
2, 3, 77, 44, 16, 50
2, 3, 84, 56, 16, 50
2, 3, 85, 63, 16, 50
2, 3, 98, 72, 16, 50
2, 3, 82, 51, 16, 50
2, 3, 74, 41, 16, 50
2, 3, 85, 63, 16, 50
2, 3, 86, 61, 16, 50
2, 3, 81, 45, 16, 50
2, 3, 89, 62, 16, 50
2, 3, 87, 62, 16, 50
2, 3, 87, 60, 16, 50
2, 3, 87, 51, 16, 50
2, 3, 79, 58, 16, 50
2, 3, 80, 60, 16, 50
2, 3, 92, 67, 16, 50
2, 3, 84, 65, 16, 50
2, 3, 84, 62, 16, 50
2, 3, 89, 72, 16, 50
2, 3, 73, 43, 16, 50
2, 3, 81, 53, 16, 50
2, 3, 77, 54, 16, 50
2, 3, 80, 60, 16, 50
2, 3, 63, 41, 16, 50
2, 3, 70, 63, 16, 50
2, 3, 79, 50, 16, 50
2, 3, 82, 48, 16, 50
2, 3, 73, 68, 16, 50
2, 3, 76, 51, 16, 50
2, 3, 81, 44, 16, 50
2, 3, 75, 69, 16, 50
2, 3, 89, 79, 16, 50
2, 3, 82, 66, 16, 50
2, 3, 100, 67, 16, 50
